gene,counts,phase,time,fraction,cog_letter,sector
sfsA,2753,shift,120.0,0.000148957296221,G,metabolic
sfsB,88,shift,120.0,4.761439181785634e-06,K,other
sgbE,76,shift,120.0,4.112152020633047e-06,G,metabolic
sgbH,31,shift,120.0,1.6773251663108482e-06,G,metabolic
sgbU,32,shift,120.0,1.7314324297402304e-06,G,metabolic
sgcA,242,shift,120.0,1.3093957749910494e-05,G,metabolic
sgcB,265,shift,120.0,1.4338424808786285e-05,G,metabolic
sgcC,637,shift,120.0,3.4466326804516464e-05,G,metabolic
sgcE,241,shift,120.0,1.303985048648111e-05,G,metabolic
sgcQ,395,shift,120.0,2.137236905460597e-05,R,other
sgcR,333,shift,120.0,1.8017718721984275e-05,K,other
sgcX,495,shift,120.0,2.678309539754419e-05,E,metabolic
sgrR,284,shift,120.0,1.5366462813944546e-05,K,other
sgrT,521,shift,120.0,2.818988424670813e-05,S,other
shiA,1781,shift,120.0,9.63650361677297e-05,G,metabolic
shoB,341,shift,120.0,1.845057682941933e-05,S,other
sieB,86,shift,120.0,4.65322465492687e-06,S,other
sixA,7846,shift,120.0,0.0004245255888669,T,other
skp,14048,shift,120.0,0.0007600988366559,M,other
slmA,1693,shift,120.0,9.160359698594407e-05,K,other
slp,1151,shift,120.0,6.227746020721892e-05,M,other
slt,3006,shift,120.0,0.0001626464338687,M,other
slyA,5252,shift,120.0,0.0002841713475311,K,other
slyB,10388,shift,120.0,0.0005620662525044,M,other
slyD,21096,shift,120.0,0.0011414468293062,O,other
slyX,550,shift,120.0,2.975899488616021e-05,S,other
smf,1172,shift,120.0,6.341371273923594e-05,L,other
smg,5375,shift,120.0,0.0002908265409329,S,other
smpB,2942,shift,120.0,0.0001591835690092,O,other
smrA,596,shift,120.0,3.2247929003911794e-05,L,other
smrB,802,shift,120.0,4.339402527036453e-05,L,other
sodA,48835,shift,120.0,0.0026423282095738,P,metabolic
sodB,10291,shift,120.0,0.0005568178479517,P,metabolic
sodC,1445,shift,120.0,7.818499565545729e-05,P,metabolic
sohB,1902,shift,120.0,0.0001029120150426,O,other
solA,3394,shift,120.0,0.0001836400520793,E,metabolic
soxR,273,shift,120.0,1.477128291622134e-05,K,other
soxS,1008,shift,120.0,5.454012153681726e-05,K,other
speA,12918,shift,120.0,0.0006989576289807,E,metabolic
speB,1210,shift,120.0,6.546978874955247e-05,E,metabolic
speC,1005,shift,120.0,5.437779974652911e-05,E,metabolic
speD,5316,shift,120.0,0.0002876342123905,E,metabolic
speE,6593,shift,120.0,0.0003567291877899,E,metabolic
speF,72,shift,120.0,3.8957229669155184e-06,E,metabolic
speG,2256,shift,120.0,0.0001220659862966,J,ribosomal
spoT,6856,shift,120.0,0.0003709593980718,T,other
sppA,2834,shift,120.0,0.0001533399845588,O,other
spy,1878,shift,120.0,0.0001016134407203,O,other
sra,78012,shift,120.0,0.0042210158346529,S,other
srlA,123,shift,120.0,6.655193401814011e-06,G,metabolic
srlB,79,shift,120.0,4.274473810921194e-06,G,metabolic
srlD,440,shift,120.0,2.380719590892817e-05,I,other
srlE,209,shift,120.0,1.130841805674088e-05,G,metabolic
srlR,986,shift,120.0,5.334976174137085e-05,K,other
srmB,2965,shift,120.0,0.0001604280360681,L,other
ssb,2656,shift,120.0,0.0001437088916684,L,other
sseA,3253,shift,120.0,0.0001760109279357,P,metabolic
sseB,2242,shift,120.0,0.0001213084846086,S,other
ssnA,46,shift,120.0,2.488934117751581e-06,F,metabolic
sspA,7895,shift,120.0,0.0004271768447749,O,other
sspB,3540,shift,120.0,0.00019153971254,R,other
sstT,6168,shift,120.0,0.0003337336008324,E,metabolic
ssuA,34,shift,120.0,1.8396469565989948e-06,P,metabolic
ssuB,109,shift,120.0,5.8976917138026605e-06,P,metabolic
ssuC,11,shift,120.0,5.951798977232042e-07,P,metabolic
ssuD,40,shift,120.0,2.164290537175288e-06,H,metabolic
ssuE,16,shift,120.0,8.657162148701152e-07,C,metabolic
stfE,5,shift,120.0,2.70536317146911e-07,S,other
stfR,226,shift,120.0,1.222824153504038e-05,S,other
sthA,19840,shift,120.0,0.0010734881064389,C,metabolic
stpA,3333,shift,120.0,0.0001803395090101,K,other
sucA,76862,shift,120.0,0.0041587924817091,C,metabolic
sucB,51286,shift,120.0,0.0027749451122392,C,metabolic
sucC,72032,shift,120.0,0.0038974543993452,C,metabolic
sucD,65396,shift,120.0,0.0035383985992278,C,metabolic
sufA,849,shift,120.0,4.593706665154549e-05,O,other
sufB,3039,shift,120.0,0.0001644319735618,O,other
sufC,1328,shift,120.0,7.185444583421957e-05,O,other
sufD,2929,shift,120.0,0.0001584801745846,O,other
sufE,810,shift,120.0,4.3826883377799584e-05,O,other
sufS,2281,shift,120.0,0.0001234186678824,E,metabolic
sugE,621,shift,120.0,3.3600610589646345e-05,S,other
suhB,3145,shift,120.0,0.0001701673434854,G,metabolic
sulA,1437,shift,120.0,7.775213754802223e-05,D,other
surA,8991,shift,120.0,0.0004864784054935,O,other
sutR,483,shift,120.0,2.6133808236391604e-05,K,other
sxy,411,shift,120.0,2.2238085269476084e-05,K,other
syd,1197,shift,120.0,6.47663943249705e-05,S,other
symE,54,shift,120.0,2.921792225186639e-06,S,other
tabA,680,shift,120.0,3.6792939131979895e-05,G,metabolic
tadA,718,shift,120.0,3.884901514229642e-05,J,ribosomal
tag,469,shift,120.0,2.5376306548380253e-05,L,other
talA,3123,shift,120.0,0.0001689769836899,G,metabolic
talB,19376,shift,120.0,0.0010483823362077,G,metabolic
tam,2429,shift,120.0,0.0001314265428699,C,metabolic
tamA,1762,shift,120.0,9.533699816257143e-05,M,other
tamB,3219,shift,120.0,0.0001741712809791,U,other
tap,12460,shift,120.0,0.0006741765023301,N,other
tar,18201,shift,120.0,0.0009848063016781,N,other
tas,2632,shift,120.0,0.0001424103173461,R,other
tatA,5066,shift,120.0,0.0002741073965332,U,other
tatB,3664,shift,120.0,0.0001982490132052,U,other
tatC,1877,shift,120.0,0.0001015593334569,U,other
tatD,498,shift,120.0,2.6945417187832332e-05,N,other
tatE,3635,shift,120.0,0.0001966799025658,U,other
tauA,19,shift,120.0,1.0280380051582618e-06,P,metabolic
tauB,14,shift,120.0,7.575016880113508e-07,P,metabolic
tauC,15,shift,120.0,8.11608951440733e-07,P,metabolic
tauD,67,shift,120.0,3.625186649768608e-06,Q,other
tbpA,1562,shift,120.0,8.4515545476695e-05,H,metabolic
tcdA,343,shift,120.0,1.855879135627809e-05,J,ribosomal
tcyJ,15445,shift,120.0,0.0008356866836668,E,metabolic
tcyL,1002,shift,120.0,5.4215477956240966e-05,E,metabolic
tcyN,1568,shift,120.0,8.48401890572713e-05,E,metabolic
tcyP,11190,shift,120.0,0.0006054602777747,E,metabolic
tdcA,435,shift,120.0,2.3536659591781255e-05,K,other
tdcB,329,shift,120.0,1.7801289668266744e-05,E,metabolic
tdcC,567,shift,120.0,3.067881836445971e-05,E,metabolic
tdcD,248,shift,120.0,1.3418601330486786e-05,C,metabolic
tdcE,390,shift,120.0,2.110183273745906e-05,C,metabolic
tdcF,100,shift,120.0,5.41072634293822e-06,V,other
tdcG,196,shift,120.0,1.0605023632158912e-05,E,metabolic
tdcR,1,shift,120.0,5.41072634293822e-08,S,other
tdh,1252,shift,120.0,6.774229381358651e-05,E,metabolic
tdk,1686,shift,120.0,9.12248461419384e-05,F,metabolic
tehA,260,shift,120.0,1.4067888491639371e-05,V,other
tehB,1740,shift,120.0,9.414663836712505e-05,Q,other
tesA,437,shift,120.0,2.3644874118640026e-05,E,metabolic
tesB,943,shift,120.0,5.102314941390742e-05,I,other
tfaD,26,shift,120.0,1.4067888491639372e-06,S,other
tfaE,37,shift,120.0,2.0019687468871416e-06,S,other
tfaQ,9,shift,120.0,4.869653708644398e-07,S,other
tfaR,9,shift,120.0,4.869653708644398e-07,S,other
tfaX,84,shift,120.0,4.545010128068105e-06,S,other
tgt,5710,shift,120.0,0.0003089524741817,J,ribosomal
thiC,16764,shift,120.0,0.0009070541641301,H,metabolic
thiD,1891,shift,120.0,0.0001023168351449,H,metabolic
thiE,3594,shift,120.0,0.0001944615047651,H,metabolic
thiF,3636,shift,120.0,0.0001967340098292,H,metabolic
thiG,3512,shift,120.0,0.0001900247091639,H,metabolic
thiH,9665,shift,120.0,0.0005229467010449,H,metabolic
thiI,2404,shift,120.0,0.0001300738612842,H,metabolic
thiK,647,shift,120.0,3.500739943881029e-05,H,metabolic
thiL,951,shift,120.0,5.145600752134247e-05,H,metabolic
thiM,3080,shift,120.0,0.0001666503713624,H,metabolic
thiP,741,shift,120.0,4.009348220117221e-05,P,metabolic
thiQ,405,shift,120.0,2.1913441688899792e-05,H,metabolic
thiS,666,shift,120.0,3.603543744396855e-05,H,metabolic
thpR,322,shift,120.0,1.7422538824261068e-05,J,ribosomal
thrA,4278,shift,120.0,0.0002314708729508,E,metabolic
thrB,2132,shift,120.0,0.0001153566856314,E,metabolic
thrC,3535,shift,120.0,0.0001912691762228,E,metabolic
thrL,5285,shift,120.0,0.0002859568872242,S,other
thrS,43982,shift,120.0,0.002379745660151,J,ribosomal
thyA,3458,shift,120.0,0.0001871029169388,F,metabolic
tig,27824,shift,120.0,0.0015054804976591,O,other
tilS,1039,shift,120.0,5.621744670312811e-05,J,ribosomal
tisB,1851,shift,120.0,0.0001001525446077,S,other
tktA,13482,shift,120.0,0.0007294741255549,G,metabolic
tktB,4966,shift,120.0,0.0002686966701903,G,metabolic
tldD,2800,shift,120.0,0.0001515003376022,R,other
tmcA,1326,shift,120.0,7.17462313073608e-05,J,ribosomal
tmk,389,shift,120.0,2.104772547402968e-05,F,metabolic
tnaA,855,shift,120.0,4.626171023212178e-05,E,metabolic
tnaB,120,shift,120.0,6.492871611525864e-06,E,metabolic
tnaC,385,shift,120.0,2.083129642031215e-05,S,other
tolA,2449,shift,120.0,0.0001325086881385,M,other
tolB,14164,shift,120.0,0.0007663752792137,U,other
tolC,15259,shift,120.0,0.0008256227326689,M,other
tolQ,2274,shift,120.0,0.0001230399170384,U,other
tolR,1108,shift,120.0,5.995084787975548e-05,U,other
tomB,2356,shift,120.0,0.0001274767126396,S,other
tonB,6956,shift,120.0,0.0003763701244147,M,other
topA,14530,shift,120.0,0.0007861785376289,L,other
topAI,631,shift,120.0,3.414168322394017e-05,S,other
topB,1989,shift,120.0,0.000107619346961,L,other
torA,139,shift,120.0,7.520909616684126e-06,C,metabolic
torC,19,shift,120.0,1.0280380051582618e-06,C,metabolic
torD,59,shift,120.0,3.19232854233355e-06,O,other
torI,498,shift,120.0,2.6945417187832332e-05,K,other
torR,470,shift,120.0,2.543041381180964e-05,T,other
torS,221,shift,120.0,1.1957705217893469e-05,T,other
torT,130,shift,120.0,7.033944245819687e-06,G,metabolic
torY,94,shift,120.0,5.086082762361927e-06,C,metabolic
torZ,350,shift,120.0,1.893754220028377e-05,C,metabolic
tpiA,16803,shift,120.0,0.0009091643474039,G,metabolic
tpr,72,shift,120.0,3.8957229669155184e-06,S,other
tpx,45919,shift,120.0,0.0024845514294138,O,other
tqsA,192,shift,120.0,1.0388594578441382e-05,R,other
treA,4905,shift,120.0,0.0002653961271211,G,metabolic
treB,951,shift,120.0,5.145600752134247e-05,G,metabolic
treC,902,shift,120.0,4.880475161330275e-05,G,metabolic
treF,485,shift,120.0,2.6242022763250368e-05,G,metabolic
treR,614,shift,120.0,3.322185974564067e-05,K,other
trg,9161,shift,120.0,0.0004956766402765,N,other
trkA,2581,shift,120.0,0.0001396508469112,P,metabolic
trkG,1134,shift,120.0,6.135763672891942e-05,P,metabolic
trkH,1332,shift,120.0,7.20708748879371e-05,P,metabolic
trmA,1279,shift,120.0,6.920318992617984e-05,J,ribosomal
trmD,35448,shift,120.0,0.0019179942740447,J,ribosomal
trmH,1190,shift,120.0,6.438764348096482e-05,J,ribosomal
trmI,1721,shift,120.0,9.311860036196678e-05,J,ribosomal
trmJ,2742,shift,120.0,0.0001483621163233,J,ribosomal
trmL,396,shift,120.0,2.1426476318035352e-05,J,ribosomal
trmO,830,shift,120.0,4.490902864638723e-05,J,ribosomal
trpA,6134,shift,120.0,0.0003318939538758,E,metabolic
trpB,5837,shift,120.0,0.0003158240966373,E,metabolic
trpC,4101,shift,120.0,0.0002218938873238,E,metabolic
trpD,4280,shift,120.0,0.0002315790874777,E,metabolic
trpE,6184,shift,120.0,0.0003345993170472,E,metabolic
trpL,176,shift,120.0,9.522878363571267e-06,S,other
trpR,2135,shift,120.0,0.0001155190074217,K,other
trpS,4287,shift,120.0,0.0002319578383217,J,ribosomal
truA,694,shift,120.0,3.7550440819991246e-05,J,ribosomal
truB,2663,shift,120.0,0.0001440876425124,J,ribosomal
truC,418,shift,120.0,2.261683611348176e-05,J,ribosomal
truD,2627,shift,120.0,0.0001421397810289,J,ribosomal
trxA,21419,shift,120.0,0.0011589234753939,O,other
trxB,12443,shift,120.0,0.0006732566788518,O,other
trxC,1477,shift,120.0,7.991642808519751e-05,O,other
tsaB,1948,shift,120.0,0.0001054009491604,J,ribosomal
tsaC,1887,shift,120.0,0.0001021004060912,J,ribosomal
tsaD,959,shift,120.0,5.1888865628777536e-05,J,ribosomal
tsaE,390,shift,120.0,2.110183273745906e-05,J,ribosomal
tsf,23148,shift,120.0,0.0012524749338633,J,ribosomal
tsgA,167,shift,120.0,9.035912992706828e-06,G,metabolic
tsr,8000,shift,120.0,0.000432858107435,N,other
tsx,14361,shift,120.0,0.0007770344101093,M,other
ttcA,2293,shift,120.0,0.0001240679550435,J,ribosomal
ttdA,20,shift,120.0,1.082145268587644e-06,C,metabolic
ttdB,16,shift,120.0,8.657162148701152e-07,C,metabolic
ttdR,76,shift,120.0,4.112152020633047e-06,K,other
ttdT,36,shift,120.0,1.9478614834577592e-06,G,metabolic
tufA,51923,shift,120.0,0.0028094114390438,J,ribosomal
tufB,34749,shift,120.0,0.0018801732969076,J,ribosomal
tus,522,shift,120.0,2.824399151013751e-05,S,other
tusA,609,shift,120.0,3.295132342849376e-05,O,other
tusB,595,shift,120.0,3.219382174048241e-05,O,other
tusC,465,shift,120.0,2.5159877494662725e-05,P,metabolic
tusD,1076,shift,120.0,5.821941545001525e-05,P,metabolic
tusE,990,shift,120.0,5.356619079508838e-05,P,metabolic
tynA,202,shift,120.0,1.0929667212735206e-05,Q,other
tyrA,16303,shift,120.0,0.0008821107156892,E,metabolic
tyrB,4581,shift,120.0,0.0002478653737699,E,metabolic
tyrP,917,shift,120.0,4.961636056474348e-05,E,metabolic
tyrR,3545,shift,120.0,0.0001918102488571,K,other
tyrS,9758,shift,120.0,0.0005279786765439,J,ribosomal
uacT,41,shift,120.0,2.2183978006046704e-06,F,metabolic
ubiA,2110,shift,120.0,0.0001141663258359,H,metabolic
ubiB,3555,shift,120.0,0.0001923513214914,H,metabolic
ubiC,1625,shift,120.0,8.792430307274608e-05,H,metabolic
ubiD,4525,shift,120.0,0.0002448353670179,H,metabolic
ubiE,2416,shift,120.0,0.0001307231484453,H,metabolic
ubiF,531,shift,120.0,2.873095688100195e-05,H,metabolic
ubiG,1588,shift,120.0,8.592233432585894e-05,H,metabolic
ubiH,1451,shift,120.0,7.850963923603358e-05,H,metabolic
ubiI,1345,shift,120.0,7.277426931251907e-05,H,metabolic
ubiJ,1388,shift,120.0,7.510088163998249e-05,H,metabolic
ubiX,1465,shift,120.0,7.926714092404493e-05,H,metabolic
ucpA,4920,shift,120.0,0.0002662077360725,I,other
udk,2123,shift,120.0,0.0001148697202605,F,metabolic
udp,4163,shift,120.0,0.0002252485376565,F,metabolic
ugd,2552,shift,120.0,0.0001380817362717,M,other
ugpA,1109,shift,120.0,6.0004955143184864e-05,G,metabolic
ugpB,6058,shift,120.0,0.0003277818018551,G,metabolic
ugpC,1395,shift,120.0,7.547963248398817e-05,E,metabolic
ugpE,836,shift,120.0,4.523367222696352e-05,G,metabolic
ugpQ,1376,shift,120.0,7.445159447882991e-05,I,other
uhpA,1452,shift,120.0,7.856374649946295e-05,T,other
uhpB,1365,shift,120.0,7.38564145811067e-05,T,other
uhpC,833,shift,120.0,4.5071350436675374e-05,G,metabolic
uhpT,3163,shift,120.0,0.0001711412742271,G,metabolic
uidA,383,shift,120.0,2.0723081893453385e-05,G,metabolic
uidB,80,shift,120.0,4.328581074350576e-06,G,metabolic
uidC,84,shift,120.0,4.545010128068105e-06,S,other
uidR,2059,shift,120.0,0.000111406855401,K,other
ulaA,78,shift,120.0,4.220366547491812e-06,G,metabolic
ulaB,12,shift,120.0,6.492871611525864e-07,G,metabolic
ulaC,25,shift,120.0,1.352681585734555e-06,G,metabolic
ulaD,65,shift,120.0,3.5169721229098432e-06,G,metabolic
ulaE,33,shift,120.0,1.7855396931696126e-06,G,metabolic
ulaF,30,shift,120.0,1.623217902881466e-06,G,metabolic
ulaG,87,shift,120.0,4.707331918356252e-06,G,metabolic
ulaR,555,shift,120.0,3.0029531203307124e-05,K,other
umpG,1539,shift,120.0,8.32710784178192e-05,L,other
umpH,2370,shift,120.0,0.0001282342143276,F,metabolic
umuC,115,shift,120.0,6.222335294378953e-06,L,other
umuD,95,shift,120.0,5.140190025791309e-06,K,other
ung,1148,shift,120.0,6.211513841693077e-05,L,other
uof,1320,shift,120.0,7.142158772678451e-05,S,other
upp,2840,shift,120.0,0.0001536646281394,F,metabolic
uraA,495,shift,120.0,2.678309539754419e-05,F,metabolic
usg,1031,shift,120.0,5.578458859569305e-05,E,metabolic
ushA,1656,shift,120.0,8.960162823905693e-05,F,metabolic
uspA,10706,shift,120.0,0.0005792723622749,T,other
uspB,1714,shift,120.0,9.27398495179611e-05,S,other
uspC,184,shift,120.0,9.955736471006323e-06,T,other
uspD,1782,shift,120.0,9.641914343115908e-05,T,other
uspE,7536,shift,120.0,0.0004077523372038,T,other
uspF,4272,shift,120.0,0.0002311462293703,T,other
uspG,2138,shift,120.0,0.000115681329212,T,other
uup,3696,shift,120.0,0.0001999804456349,R,other
uvrA,2308,shift,120.0,0.000124879563995,L,other
uvrB,2747,shift,120.0,0.0001486326526405,L,other
uvrC,3471,shift,120.0,0.0001878063113633,L,other
uvrD,1889,shift,120.0,0.0001022086206181,L,other
uvrY,3750,shift,120.0,0.0002029022378601,T,other
uxaA,1175,shift,120.0,6.357603452952409e-05,G,metabolic
uxaB,653,shift,120.0,3.5332043019386576e-05,G,metabolic
uxaC,1611,shift,120.0,8.716680138473473e-05,G,metabolic
uxuA,1597,shift,120.0,8.640929969672338e-05,G,metabolic
uxuB,960,shift,120.0,5.194297289220691e-05,G,metabolic
uxuR,948,shift,120.0,5.129368573105433e-05,K,other
valS,12330,shift,120.0,0.0006671425580842,J,ribosomal
ves,960,shift,120.0,5.194297289220691e-05,T,other
viaA,1034,shift,120.0,5.59469103859812e-05,S,other
vsr,288,shift,120.0,1.5582891867662074e-05,L,other
waaA,1953,shift,120.0,0.0001056714854775,M,other
waaB,2205,shift,120.0,0.0001193065158617,M,other
waaC,1543,shift,120.0,8.348750747153674e-05,M,other
waaF,2221,shift,120.0,0.0001201722320766,M,other
waaG,2183,shift,120.0,0.0001181161560663,M,other
waaH,2029,shift,120.0,0.0001097836374982,G,metabolic
waaJ,997,shift,120.0,5.394494163909405e-05,M,other
waaL,1990,shift,120.0,0.0001076734542244,M,other
waaO,1582,shift,120.0,8.559769074528264e-05,M,other
waaP,1276,shift,120.0,6.90408681358917e-05,T,other
waaQ,2728,shift,120.0,0.0001476046146353,M,other
waaS,662,shift,120.0,3.581900839025101e-05,S,other
waaU,1306,shift,120.0,7.066408603877315e-05,M,other
waaY,884,shift,120.0,4.783082087157387e-05,J,ribosomal
waaZ,621,shift,120.0,3.3600610589646345e-05,S,other
wbbH,11,shift,120.0,5.951798977232042e-07,S,other
wbbI,40,shift,120.0,2.164290537175288e-06,S,other
wbbJ,56,shift,120.0,3.0300067520454032e-06,R,other
wbbK,33,shift,120.0,1.7855396931696126e-06,M,other
wbbL_1,27,shift,120.0,1.4608961125933194e-06,S,other
wcaA,20,shift,120.0,1.082145268587644e-06,M,other
wcaB,6,shift,120.0,3.246435805762932e-07,E,metabolic
wcaC,43,shift,120.0,2.326612327463435e-06,M,other
wcaD,30,shift,120.0,1.623217902881466e-06,S,other
wcaE,14,shift,120.0,7.575016880113508e-07,G,metabolic
wcaF,2,shift,120.0,1.082145268587644e-07,R,other
wcaI,0,shift,120.0,0.0,C,metabolic
wcaJ,0,shift,120.0,0.0,M,other
wcaK,0,shift,120.0,0.0,M,other
wcaL,0,shift,120.0,0.0,M,other
wcaM,0,shift,120.0,0.0,S,other
wecB,1387,shift,120.0,7.504677437655311e-05,M,other
wecC,1226,shift,120.0,6.633550496442258e-05,M,other
wecE,1016,shift,120.0,5.497297964425232e-05,M,other
wecH,280,shift,120.0,1.5150033760227016e-05,M,other
wrbA,6476,shift,120.0,0.0003503986379686,C,metabolic
wza,7,shift,120.0,3.787508440056754e-07,M,other
wzb,3,shift,120.0,1.623217902881466e-07,T,other
wzc,36,shift,120.0,1.9478614834577592e-06,D,other
wzxC,0,shift,120.0,0.0,M,other
wzxE,438,shift,120.0,2.369898138206941e-05,M,other
wzyE,475,shift,120.0,2.5700950128956548e-05,S,other
wzzB,9084,shift,120.0,0.0004915103809925,M,other
wzzE,1643,shift,120.0,8.889823381447496e-05,M,other
xanP,6453,shift,120.0,0.0003491541709098,F,metabolic
xanQ,68,shift,120.0,3.6792939131979896e-06,F,metabolic
xapA,26,shift,120.0,1.4067888491639372e-06,F,metabolic
xapB,300,shift,120.0,1.623217902881466e-05,S,other
xapR,336,shift,120.0,1.818004051227242e-05,K,other
xdhA,769,shift,120.0,4.1608485577194914e-05,C,metabolic
xdhB,231,shift,120.0,1.2498777852187289e-05,C,metabolic
xdhC,171,shift,120.0,9.252342046424356e-06,C,metabolic
xdhD,389,shift,120.0,2.104772547402968e-05,C,metabolic
xerC,924,shift,120.0,4.9995111408749154e-05,L,other
xerD,1255,shift,120.0,6.790461560387466e-05,L,other
xisE,56,shift,120.0,3.0300067520454032e-06,S,other
xisR,5,shift,120.0,2.70536317146911e-07,S,other
xseA,1505,shift,120.0,8.143143146122021e-05,L,other
xseB,1485,shift,120.0,8.034928619263257e-05,L,other
xthA,1992,shift,120.0,0.0001077816687513,L,other
xylA,575,shift,120.0,3.1111676471894764e-05,G,metabolic
xylB,122,shift,120.0,6.601086138384629e-06,G,metabolic
xylE,189,shift,120.0,1.0226272788153237e-05,G,metabolic
xylF,1507,shift,120.0,8.153964598807898e-05,G,metabolic
xylG,592,shift,120.0,3.2031499950194266e-05,G,metabolic
xylH,354,shift,120.0,1.91539712540013e-05,G,metabolic
xylR,607,shift,120.0,3.2843108901634994e-05,K,other
yaaA,1694,shift,120.0,9.165770424937344e-05,P,metabolic
yaaI,15,shift,120.0,8.11608951440733e-07,S,other
yaaJ,282,shift,120.0,1.5258248287085782e-05,E,metabolic
yaaU,30,shift,120.0,1.623217902881466e-06,G,metabolic
yaaW,77,shift,120.0,4.166259284062429e-06,S,other
yaaX,106,shift,120.0,5.735369923514514e-06,S,other
yaaY,117,shift,120.0,6.330549821237718e-06,S,other
yabI,1064,shift,120.0,5.7570128288862666e-05,S,other
yabP,472,shift,120.0,2.55386283386684e-05,S,other
yabQ,593,shift,120.0,3.208560721362364e-05,S,other
yacC,1642,shift,120.0,8.884412655104558e-05,S,other
