,,,downshift,downshift,downshift,downshift,downshift,downshift,downshift,downshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
livK,Catabolic,C down,"0,17851495","0,145347205","0,178709332","0,120885252","0,115705103","0,121992696","0,150133428","0,147232294","0,099595451","0,117348317","0,129102434","0,105524927","0,132986629","0,140387275","0,144152657","0,147999579"
lolA,,C down,"0,012687135","0,013285506","0,013291867","0,010084712",0,"0,01155972",0,"0,009833809","0,02118709","0,016524201","0,011899096","0,017830744","0,01018044","0,010373444","0,016055882","0,01068346"
lolD,,C down,"0,012687135","0,015411606","0,013291867","0,01158429","0,015919177","0,01155972","0,011665525","0,011045857","0,01584064","0,016524201","0,011899096","0,024423006","0,015430887","0,011904762","0,016055882","0,015632975"
lpoB,,C down,"0,014045354",0,"0,013291867","0,023168579","0,02217465","0,028283662","0,023331049","0,022091715","0,02098838","0,010668029","0,011736585","0,017830744","0,015430887","0,011139103","0,023331565","0,016417405"
lptD,,C down,"0,02673249","0,037465964","0,032498794","0,05642187","0,041502056","0,045007604","0,028404616","0,031925524","0,01049419","0,022380374","0,023635681","0,029069224","0,030861773","0,022278206","0,037078981","0,03126595"
lpxD,,C down,"0,012687135",0,0,0,0,0,0,"0,011045857",0,0,0,"0,011238481","0,019719976",0,0,0
luxS,,C down,"0,063883205","0,059520323","0,073836143","0,066506581","0,052589382","0,064194097","0,05529084","0,061358241","0,03682902","0,046439656","0,035209755","0,040794216","0,07094263","0,044556412","0,044354664","0,05263287"
mak,,C down,0,0,0,"0,010084712","0,009663703",0,"0,010147133",0,0,0,0,0,"0,009859988",0,0,0
manA,Catabolic,C down,"0,034434276","0,041982617","0,032498794","0,039795225","0,045772922","0,046238879","0,04007014","0,042971381","0,03148257","0,036815943","0,029422718","0,046413456","0,040721761","0,038604031","0,053134863","0,04194941"
metE,amino acid synthesis,C down,"2,618347599","2,831737232","2,304286661","2,297625977","1,469697756","1,327586924","1,078375402","1,166424952","1,360469226","1,399865291","1,620722936","1,654999727","2,060984467","2,256965027","2,038149584","2,099879395"
metF,amino acid synthesis,C down,"0,220651013","0,189455922","0,183162644","0,16926561","0,119113332","0,119530145","0,126802379","0,138679243","0,158008981","0,118392633","0,152413093","0,152911406","0,183247927","0,18264671","0,234366501","0,223568228"
metH,amino acid synthesis,C down,"0,218382103","0,196098675","0,228953305","0,203474857","0,128777035","0,138716638","0,138467903","0,126421337","0,110685771","0,110447829","0,064632472","0,098446153","0,112305296","0,123295791","0,138031208","0,101100654"
metK,,C down,"0,330297411","0,348088632","0,310166255","0,278566572","0,236242057","0,24815746","0,230273708","0,225902763","0,224929603","0,241187399","0,275403467","0,279940272","0,295553223","0,30653527","0,303206963","0,306682617"
mfd,,C down,"0,014045354","0,022054359","0,011830119","0,039795225","0,012510947","0,017955217","0,013183916","0,019667617","0,02633483","0,015479885","0,023310659","0,011724992","0,020360881","0,021512547","0,011088666","0,037784325"
miaB,,C down,"0,070226772","0,077058029","0,072374395","0,028210935","0,033261975","0,029514937","0,041588531","0,023303764","0,03148257","0,041627799","0,035209755","0,035174976","0,025611327","0,062413555","0,061564779","0,05263287"
mlaC,Catabolic,C down,0,0,0,"0,010084712","0,012510947",0,0,"0,012257906","0,0106929",0,0,0,0,0,0,"0,01146789"
mnmA,,C down,0,0,0,0,"0,009663703",0,"0,013183916",0,0,"0,011712345",0,0,0,"0,011904762",0,"0,01146789"
mnmG,,C down,"0,015403574",0,"0,011830119",0,0,"0,010328445",0,0,0,0,0,0,"0,010500893","0,011139103",0,"0,015632975"
modE,,C down,0,0,0,0,"0,009663703",0,"0,011665525","0,011045857","0,0106929","0,015479885","0,011899096","0,022476961","0,015110434","0,011139103","0,016055882","0,01068346"
modF,,C down,0,0,0,"0,020169423",0,0,0,0,"0,0106929","0,011712345",0,0,"0,009859988",0,"0,009934433",0
motB,motility,C down,0,0,0,0,0,0,0,"0,009833809","0,01049419","0,010668029",0,"0,011238481","0,01018044","0,011139103",0,0
mprA,,C down,"0,014045354",0,"0,011830119","0,010084712","0,012510947","0,010328445","0,013183916","0,019667617","0,01029548","0,015479885","0,011736585","0,033715442","0,009859988","0,031120332","0,012242899","0,015632975"
mqo,TCA,C down,"0,014045354","0,015411606",0,0,0,0,0,0,0,0,0,0,0,"0,023809524","0,016055882","0,02136692"
mreB,,C down,"0,120064622","0,145347205","0,122618368","0,102759028","0,099785926","0,096410706","0,093324196","0,115375479","0,105140611","0,092244719","0,105791775","0,106011438","0,116914838","0,095830863","0,112040892","0,117518059"
mrp,,C down,0,0,0,"0,026167735","0,011087325","0,017955217","0,018257482","0,011045857","0,01049419","0,009623713","0,02347317","0,017830744","0,015110434",0,"0,011088666","0,02136692"
msyB,,C down,0,0,0,"0,033253291","0,038093827","0,024350715","0,028404616","0,024515813",0,0,"0,011899096","0,012211503",0,0,"0,012242899",0
mtlD,Catabolic,C down,0,0,0,0,"0,011087325","0,030985334","0,010147133","0,029501426","0,020590961",0,"0,011574074","0,011238481","0,009859988",0,0,0
solA,,C down,"0,084272127","0,061646423","0,097496382","0,076047671","0,072779424","0,075753817","0,094842587","0,094495813","0,06316385","0,059196317","0,058682924","0,071322974","0,051222654","0,061647896","0,066531996","0,064100759"
mukB,,C down,"0,02537427","0,015411606","0,026583734","0,030254135","0,028991109","0,016723942","0,011665525","0,038054477","0,03148257","0,033048402","0,029260207","0,022963472","0,029579965","0,011904762","0,011088666","0,01979806"
murD,,C down,"0,012687135",0,"0,014753615","0,013083868","0,011087325","0,01155972","0,010147133","0,012257906",0,"0,011712345",0,0,"0,010500893",0,"0,012242899","0,01068346"
nadB,,C down,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,010373444",0,0
nadE,,C down,"0,089257475","0,061646423","0,064997588","0,092674317","0,079595883","0,051403102","0,063401189","0,060146192","0,052272241","0,057107685","0,046783829","0,063757688","0,055511744","0,067600277","0,060410546","0,074784219"
nagA,Catabolic,C down,0,"0,013285506","0,025121987","0,029710513","0,04775753","0,035910435","0,031959791","0,049100334","0,04197676","0,02719223","0,011736585","0,029555735","0,025290875","0,016325825","0,029803298","0,02136692"
narL,,C down,0,"0,017537706","0,014753615","0,010084712","0,015919177","0,010328445","0,033478182","0,012257906","0,0213858","0,011712345","0,023798191",0,"0,01018044","0,011904762","0,016055882","0,026316435"
yejK,,C down,"0,038061406","0,026571011","0,023660239","0,010084712","0,009663703","0,016723942","0,011665525","0,022091715","0,01584064","0,032004086","0,029422718","0,012211503","0,020360881","0,027464928","0,033265998","0,03205038"
nfnB,,C down,"0,028090709","0,037465964","0,032498794","0,028210935","0,027006502","0,032627034","0,029923007","0,031925524","0,027852034","0,03095977","0,027331194","0,029069224","0,026934206","0,031630771","0,032111765","0,048467785"
nlpA,,C down,"0,068868553","0,068289176","0,093043069","0,064463382","0,0443493","0,039843382","0,058327623","0,031925524","0,041778051","0,060240632","0,064632472","0,046413456","0,061403094","0,07202134","0,077620662","0,064100759"
nlpD,,C down,0,"0,013285506",0,"0,010084712","0,011087325","0,020656889","0,010147133","0,029501426","0,01564193","0,010668029","0,017523622","0,022476961","0,01018044","0,020746888","0,009934433","0,00989903"
nudE,,C down,0,"0,013285506",0,"0,013083868",0,0,"0,026367831","0,012257906","0,01029548",0,"0,011899096","0,012211503",0,"0,010373444",0,0
nuoI,,C down,0,0,"0,014753615","0,013083868","0,015919177","0,012790995","0,011665525",0,"0,0213858","0,011712345","0,023798191","0,012211503","0,010500893","0,023809524","0,009934433",0
nusA,,C down,"0,196634962","0,224795786","0,183162644","0,172264766","0,155222551","0,138716638","0,145059861","0,148513052","0,173452201","0,210227628","0,193897417","0,192246088","0,202647451","0,20858032","0,164021523","0,185783903"
nusB,,C down,"0,012687135","0,013285506","0,011830119","0,01158429",0,"0,010328445","0,010147133","0,009833809","0,01029548","0,009623713","0,011899096","0,017830744","0,01018044","0,011904762","0,011088666","0,01068346"
obgE,,C down,"0,012687135","0,013285506","0,011830119","0,01158429","0,017342799",0,"0,010147133","0,009833809","0,0106929","0,016524201","0,017686133","0,012211503","0,01018044","0,011139103","0,022177332","0,02215135"
aceF,Glycolysis,C down,"0,334372068","0,39644955","0,342665048","0,337031641","0,277744113","0,344329045","0,272380633","0,324103432","0,335217954","0,318586825","0,357722072","0,356395975","0,400044455","0,403131792","0,441238171","0,426553966"
ompA,,C down,"1,299426867","1,211403009","1,264257188","1,073927441","0,994710365","0,841396998","0,824733855","0,780551026","0,688661065","0,732961041","0,764503125","0,785574457","0,845297003","0,906688402","1,031946499","1,04697907"
ompT,,C down,"0,236054587","0,295211062","0,21419969","0,174307966","0,229986583","0,189127585","0,187166786","0,208727952","0,204537352","0,207504404","0,228619639","0,17074215","0,203288355","0,183412369","0,180077405","0,230086603"
prlC,,C down,"0,113721055","0,121166746","0,152125597","0,142010631","0,134471523","0,118059749","0,141504685","0,12392853","0,120583831","0,129060662","0,099842227","0,11211719","0,10276576","0,119640387","0,141493907","0,143834494"
mdoD,,C down,"0,012687135","0,013285506","0,023660239","0,01158429","0,02558288","0,01155972","0,021812658","0,009833809","0,0106929","0,015479885","0,011736585","0,011238481","0,015430887","0,020746888","0,009934433","0,01068346"
oppF,Catabolic,C down,0,0,0,0,"0,012510947",0,0,"0,009833809",0,"0,011712345",0,0,0,0,0,"0,01146789"
orn,,C down,"0,014045354",0,"0,013291867","0,01158429","0,009663703","0,010328445","0,010147133","0,009833809","0,0106929","0,010668029","0,011736585","0,011724992","0,01018044","0,011139103","0,011088666","0,01068346"
osmY,,C down,"0,012687135",0,"0,011830119",0,0,"0,020656889","0,010147133","0,019667617",0,0,0,0,"0,009859988","0,010373444",0,0
argI,amino acid synthesis,C down,"0,042815173","0,05287757","0,049479065","0,041294803","0,032550164","0,0288993","0,034996574","0,036808073","0,03682902","0,042672115","0,04710885","0,038227851","0,045972208","0,064397682","0,048744764","0,045993027"
pal,,C down,"0,215665665","0,229047987","0,218584933","0,198432501","0,164886255","0,139947913","0,138467903","0,127633386","0,158008981","0,150396719","0,146951077","0,159017158","0,122165284","0,179756965","0,188507321","0,180834388"
panB,,C down,"0,070226772","0,070679728","0,0694509","0,05642187","0,058844855","0,027052387","0,053772449","0,031925524","0,062965141","0,052295828","0,076531568","0,064730711","0,076513529","0,083160443","0,047013414","0,069050274"
panC,,C down,"0,081555688","0,090343534","0,073836143","0,068006159","0,06993218","0,059029874","0,050217274","0,065063096","0,084152231","0,082621006","0,076369057","0,105038416","0,071903987","0,066068959","0,076466428","0,089632764"
panD,,C down,"0,028090709","0,028697111","0,013291867","0,016626645","0,017342799","0,029514937","0,016739091","0,015962762","0,01049419","0,009623713","0,011736585","0,017830744","0,015430887","0,028230587","0,022177332","0,026316435"
parC,,C down,"0,015403574",0,0,0,0,0,0,"0,024515813",0,0,0,0,0,0,"0,009934433",0
parE,,C down,"0,012687135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrcA,,C down,0,0,0,0,0,0,0,0,0,0,"0,011899096",0,0,0,0,"0,015632975"
pdxB,,C down,"0,015403574","0,015411606","0,023660239","0,010084712",0,"0,020656889","0,011665525","0,015962762","0,02078967","0,019247426","0,017523622","0,017344232","0,029579965","0,016325825","0,016055882","0,016417405"
pflA,,C down,0,0,0,0,"0,009663703","0,010328445",0,"0,012257906","0,0213858",0,0,"0,012211503",0,0,0,0
pgk,Glycolysis,C down,"0,679625524","0,645690247","0,607108711","0,614098635","0,577361226","0,533217509","0,594460147","0,536467531","0,513221766","0,552239143","0,569630643","0,603593827","0,519202459","0,539863663","0,555133864","0,57322762"
pheA,amino acid synthesis,C down,"0,012687135",0,0,0,"0,009663703","0,010328445","0,010147133","0,009833809",0,0,0,0,"0,01018044","0,010373444","0,011088666","0,016417405"
glgP,,C down,"0,014045354","0,039856517","0,013291867","0,039795225","0,031838353","0,024350715","0,040588534","0,023303764","0,03168128","0,026147914","0,017686133","0,017830744","0,020360881","0,010373444","0,009934433","0,01979806"
pifA,,C down,0,0,0,0,"0,009663703","0,016723942","0,010147133","0,015962762","0,01564193","0,015479885","0,023148148","0,011238481","0,019719976","0,010373444",0,"0,00989903"
pliG,,C down,"0,021747141","0,015411606","0,023660239","0,01158429","0,02217465","0,02311944","0,016739091","0,011045857","0,02118709","0,009623713","0,011736585","0,011724992","0,015110434",0,"0,011088666","0,015632975"
pntA,,C down,"0,250099941","0,332677027","0,22011475","0,207017635","0,155783537","0,138716638","0,125283988","0,116587528","0,089299971","0,086388547","0,082481116","0,094772958","0,102124856","0,116577751","0,103610977","0,133151034"
pntB,,C down,"0,148155331","0,200350875","0,158040657","0,142554253","0,115705103","0,111664251","0,085213847","0,104329622","0,084152231","0,068820029","0,093892679","0,082074943","0,081123071","0,094299546","0,100952227","0,106834599"
ppiA,,C down,"0,04983785","0,044108717","0,050243973","0,04483758","0,0443493","0,02311944","0,045143707","0,040478575","0,01564193","0,011712345","0,023798191","0,03663451","0,015430887","0,035714286","0,043200431","0,046898925"
ppiB,,C down,"0,040777844","0,068289176","0,051705721","0,049879936","0,04775753","0,045007604","0,023331049","0,050312383","0,04732321","0,062963857","0,058845435","0,046899968","0,05058175","0,044556412","0,05544333","0,037784325"
ppiC,,C down,"0,020388922","0,013285506","0,019206927","0,016626645","0,015919177","0,01155972","0,020294267","0,009833809","0,02098838","0,016524201","0,017686133","0,011724992","0,020681333","0,022278206","0,016055882","0,00989903"
ppk,,C down,0,0,0,0,0,0,0,"0,009833809",0,0,0,0,0,0,0,0
ppx,,C down,0,0,0,0,0,"0,010328445",0,0,"0,01029548",0,0,0,0,"0,010373444","0,009934433",0
prc,,C down,"0,033076057","0,035339864","0,038413854","0,036796069","0,02217465","0,038612106","0,041588531","0,024515813","0,03128386","0,03095977","0,041159302","0,029069224","0,040721761","0,027464928","0,034420231","0,0534173"
proA,amino acid synthesis,C down,"0,014045354","0,015411606","0,066459335","0,039795225","0,066523951","0,039843382","0,04007014","0,055229287","0,03702773","0,035771627","0,029260207","0,030042247","0,035150863","0,022278206","0,038233214","0,0443027"
proQ,,C down,"0,082913907","0,081574681","0,091581322","0,078090871","0,054013004","0,079686764","0,058327623","0,077321002","0,094845131","0,062963857","0,052733377","0,063757688","0,071263083","0,093533887","0,081433645","0,084683249"
proX,Catabolic,C down,"0,193918524","0,240207392","0,178709332","0,120885252","0,106041399","0,064194097","0,076585105","0,080957149","0,03663031","0,043716431","0,035534776","0,029555735","0,025931779","0,028230587","0,039387447","0,047683355"
pspB,,C down,0,0,0,0,0,0,0,0,0,"0,009623713","0,011899096","0,011238481",0,0,0,0
ptsI,Catabolic,C down,"0,521947024","0,543922855","0,528751187","0,452330916","0,392025594","0,335231875","0,333745038","0,266312629","0,178401232","0,16315338","0,152575603","0,140213391","0,14316707","0,155181782","0,144502941","0,146430719"
crr,Catabolic,C down,"0,223367452","0,220279134","0,230415052","0,245313281","0,244482138","0,228731846","0,197313919","0,173097573","0,193844452","0,188891571","0,181510789","0,198838351","0,203608807","0,177459988","0,172801722","0,164416983"
ptsG,Catabolic,C down,"0,054823199","0,061646423","0,079751202","0,049879936","0,0443493","0,045007604","0,036514965","0,036842428","0,01049419","0,009623713","0,011899096","0,012211503","0,009859988","0,011139103","0,012242899",0
pth,,C down,0,"0,013285506","0,011830119",0,"0,012510947","0,012790995",0,"0,017174811","0,0106929","0,011712345","0,011736585","0,012211503","0,010500893","0,011139103","0,009934433","0,02136692"
ptsH,,C down,"0,209322097","0,193708123","0,172794272","0,160680476","0,148967078","0,147813807","0,131875945","0,123997239","0,146918661","0,131783886","0,128939923","0,135080662","0,122485737","0,138090298","0,110886659","0,112568544"
manX,Catabolic,C down,"0,082913907","0,083700782","0,178709332","0,1788067","0,126792428","0,107970426","0,081658672","0,101905524","0,02098838","0,020291742","0,011736585","0,017344232","0,025290875","0,021512547","0,012242899","0,01146789"
manZ,Catabolic,C down,"0,028090709","0,024180459","0,026583734","0,034752869","0,028430124","0,010328445","0,011665525","0,024515813",0,0,0,0,0,0,0,0
ptrA,,C down,0,"0,013285506",0,0,0,0,0,0,0,0,0,0,0,0,0,0
purF,nucleotide synthesis,C down,"0,095601043","0,101238488","0,064997588","0,04483758","0,060268477","0,053865652","0,034996574","0,038054477","0,07900449","0,069864345","0,076531568","0,052519208","0,061403094","0,089878483","0,107073676","0,097719999"
purD,nucleotide synthesis,C down,"0,079286778","0,037465964","0,047252408","0,052879092","0,050604774","0,038612106","0,053254056","0,056441336","0,03663031","0,021336058","0,029422718","0,035661487","0,055832196","0,03936969","0,04932188","0,064100759"
purN,nucleotide synthesis,C down,"0,014045354","0,037465964","0,013291867","0,016626645","0,02217465","0,017955217","0,018257482","0,011045857","0,01049419","0,016524201","0,011899096","0,011724992","0,015430887","0,011139103","0,023331565","0,02293578"
purL,nucleotide synthesis,C down,"0,387837047","0,348088632","0,351503603","0,350115509","0,356779011","0,372612706","0,421477274","0,364582006","0,325319893","0,33552075","0,388119855","0,372767184","0,388138543","0,347436277","0,393420808","0,392934726"
purM,nucleotide synthesis,C down,"0,132751758","0,136578352","0,119626804","0,117342474","0,094954074","0,091246483","0,072029932","0,104329622","0,115237381","0,085344231","0,105629264","0,076455703","0,106734398","0,111391029","0,094830777","0,096935569"
purC,nucleotide synthesis,C down,"0,181231388","0,220279134","0,203831318","0,182349477","0,196724608","0,214709576","0,223681751","0,206235146","0,277996683","0,236375542","0,24598075","0,293124797","0,264370997","0,220485082","0,19728752","0,223568228"
purB,nucleotide synthesis,C down,"0,070226772","0,090343534","0,060544276","0,062963804","0,050604774","0,062962821","0,051735665","0,047888285","0,02098838","0,043716431","0,041159302","0,052032697","0,066012636","0,073552658","0,087555094","0,073215359"
purH,nucleotide synthesis,C down,"0,334372068","0,310358216","0,268828906","0,251855215","0,265233166","0,274970726","0,265270282","0,250418576","0,188696712","0,190980203","0,229269682","0,228394086","0,254511009","0,233921162","0,269940966","0,309820337"
purA,nucleotide synthesis,C down,"0,356119209","0,39857565","0,363333723","0,276523372","0,270927654","0,258007662","0,269825455","0,239304009","0,252456692","0,227161553","0,223807667","0,225207403","0,229540587","0,257730686","0,300898497","0,308251477"
purE,nucleotide synthesis,C down,"0,067510334","0,068289176","0,064997588","0,064463382","0,054013004","0,046238879","0,051735665","0,038054477","0,0578174","0,047483972","0,058845435","0,046899968","0,050902202","0,044556412","0,065377762","0,057582384"
purK,nucleotide synthesis,C down,"0,012687135","0,015411606","0,026583734","0,020169423","0,011087325","0,016723942","0,013183916","0,015962762","0,02613612","0,015479885","0,023310659","0,011724992","0,030861773","0,033417309","0,025990315","0,03205038"
purR,,C down,"0,02673249","0,015411606","0,025121987","0,028210935","0,015919177","0,020656889","0,026886225","0,020879666","0,03682902","0,036815943","0,035209755","0,035174976","0,030541321","0,045322071","0,037078981","0,047683355"
purT,nucleotide synthesis,C down,"0,063883205","0,044108717","0,041337349","0,039795225","0,04775753","0,061731546","0,063401189","0,065063096","0,073658041","0,067775713","0,087943131","0,058138448","0,061082642","0,077208062","0,059256313","0,068265844"
purU,,C down,"0,042136063","0,030823212","0,039875601","0,033253291","0,050604774","0,03467916","0,016739091","0,017174811","0,01564193","0,032004086","0,017523622","0,029069224","0,020360881","0,040135349","0,039387447","0,027885295"
pyrE,nucleotide synthesis,C down,0,0,0,0,0,0,0,0,0,"0,009623713",0,"0,022476961",0,"0,010373444","0,011088666",0
pyrG,nucleotide synthesis,C down,"0,071584991","0,074931929","0,060544276","0,081090027","0,096377696","0,091246483","0,056809232","0,081025858","0,068311591","0,100824116","0,076206546","0,093313424","0,086373517","0,077973721","0,088709327","0,082087024"
pyrH,nucleotide synthesis,C down,"0,02537427","0,015411606","0,013291867","0,01158429","0,033261975","0,028283662","0,016739091","0,020879666","0,020590961","0,010668029","0,011736585","0,022963472","0,030220869","0,011139103","0,033265998","0,026316435"
qorA,,C down,"0,014045354","0,026571011","0,019206927","0,031753713","0,04775753","0,039843382","0,028404616","0,015962762","0,02633483","0,028871138","0,02347317","0,035174976","0,020360881","0,021512547","0,011088666","0,026316435"
raiA,,C down,0,0,"0,15066385","0,130969963","0,06993218","0,030746213","0,046662098","0,041690623","0,0320787","0,019247426",0,"0,012211503",0,0,0,0
rbfA,,C down,0,0,"0,014753615","0,013083868",0,0,"0,011665525","0,012257906","0,0106929","0,011712345","0,023798191","0,011724992","0,010500893","0,011904762","0,027144548","0,02136692"
rcsF,,C down,"0,020388922","0,022054359","0,026583734","0,034752869","0,033261975","0,029514937","0,023331049","0,028220668","0,02098838","0,022380374","0,02347317","0,023449984","0,020360881","0,022278206","0,011088666","0,027100865"
relA,,C down,"0,012687135","0,026571011","0,013291867","0,01158429","0,009663703","0,010328445","0,016739091","0,009833809",0,0,0,"0,012211503",0,"0,010373444","0,011088666","0,01979806"
prfB,affiliated translational apparatus,C down,"0,04983785","0,030823212","0,032498794","0,028210935","0,039517449","0,028283662","0,034996574","0,039266526","0,03148257","0,016524201","0,02347317","0,023936495","0,030541321","0,017091484","0,028298781","0,026316435"
prfC,affiliated translational apparatus,C down,"0,034434276","0,024180459","0,031037046","0,024668157","0,02217465","0,024350715","0,016739091","0,017174811","0,01584064","0,02342469","0,011899096","0,017830744","0,01018044","0,016325825","0,033265998","0,047683355"
rffA,,C down,"0,012687135","0,015411606","0,013291867","0,028210935","0,020751028","0,030985334","0,011665525","0,019667617","0,01564193","0,009623713","0,011574074","0,022476961","0,015110434","0,020746888","0,011088666","0,00989903"
rhlB,,C down,"0,034434276","0,028697111","0,032498794","0,010084712","0,025021894","0,020656889","0,0304414","0,019667617","0,01584064","0,03095977","0,02347317","0,022963472","0,024970423","0,038604031","0,023331565","0,03205038"
rho,,C down,"0,159484247","0,161023263","0,181632827","0,142554253","0,179381809","0,14141831","0,11869203","0,133831048","0,131475441","0,160020432","0,129264944","0,140213391","0,147776611","0,188599091","0,185044621","0,170150928"
rimM,,C down,"0,012687135","0,015411606","0,014753615","0,013083868","0,015919177","0,010328445","0,011665525","0,012257906",0,"0,011712345","0,011899096","0,012211503","0,021001785","0,011139103","0,034420231","0,015632975"
rimO,,C down,"0,012687135","0,024180459","0,020668674","0,01158429",0,0,"0,013183916",0,0,"0,009623713","0,011899096",0,"0,01018044","0,011904762","0,022177332","0,02136692"
nrdA,nucleotide synthesis,C down,"0,090615694","0,077058029","0,073836143","0,076047671","0,050604774","0,083619711","0,093324196","0,067487194","0,05266966","0,043716431","0,053058398","0,058624959","0,056152648","0,061647896","0,050476113","0,058366814"
rplA,ribosome,C down,"0,690043749","0,809104062","0,716435213","0,607556701","0,432104028","0,464098311","0,434179586","0,394152141","0,513619185","0,526725822","0,510622697","0,55328828","0,612231442","0,744615689","0,675604672","0,653745784"
rplJ,ribosome,C down,"0,177604259","0,209119728","0,212669873","0,127427185","0,1503907","0,138716638","0,129839161","0,150937149","0,110089641","0,147263771","0,176211284","0,174901856","0,152386153","0,195317131","0,222927552","0,181618818"
rplK,,C down,"0,224725671","0,259871198","0,205293066","0,189435033","0,173126336","0,178799141","0,147096646","0,184143431","0,209088963","0,23051937","0,22878215","0,220342289","0,243369212","0,256792136","0,185044621","0,221999368"
rplM,ribosome,C down,"0,22608389","0,231174087","0,233338547","0,175263922","0,131624279","0,154209305","0,125283988","0,126421337","0,162958011","0,169644145","0,170099225","0,170255638","0,16781704","0,211642956","0,181231638","0,175884873"
rplN,ribosome,C down,"0,22608389","0,244459592","0,217123185","0,145553409","0,117128725","0,125925643","0,115136854","0,094495813","0,141969631","0,153119944","0,158850173","0,141186414","0,142526165","0,179756965","0,131909758","0,144618924"
rplO,ribosome,C down,"0,096959262","0,110139567","0,086397136","0,073048515","0,044629793","0,099112377","0,056809232","0,092712094","0,093851581","0,082733441","0,099110928","0,083668285","0,115793255","0,110921755","0,078950037","0,080125949"
rplP,ribosome,C down,"0,217023884","0,224531334","0,22004668","0,203474857","0,166309877","0,152738908","0,174982868","0,139891292","0,141770921","0,145584863","0,14116404","0,147292166","0,148417516","0,167852203","0,182385871","0,208719683"
rplQ,ribosome,C down,"0,174887821","0,189455922","0,137371983","0,139011475","0,099785926","0,096410706","0,110063287","0,093283764","0,099595451","0,121115857","0,140676508","0,134594151","0,132345725","0,138855957","0,164021523","0,132366604"
rplR,,C down,"0,020388922","0,013285506","0,013291867","0,016626645","0,009663703",0,"0,011665525","0,012257906","0,03128386","0,016524201","0,029260207","0,022963472","0,015430887","0,022278206","0,032111765","0,015632975"
rplS,ribosome,C down,"0,07657034","0,05500367","0,060544276","0,039795225","0,039517449","0,039843382","0,029923007","0,047888285","0,052272241","0,052295828","0,046946339","0,069376929","0,07523172","0,087581506","0,05544333","0,058366814"
rplB,ribosome,C down,"0,264145296","0,323908174","0,292489145","0,227187058","0,185637283","0,203149856","0,17398287","0,202598999","0,193447032","0,215039485","0,216558032","0,262109528","0,288700516","0,296927485","0,273753949","0,254049748"
rplT,ribosome,C down,"0,029448928","0,030823212","0,028045482","0,016626645","0,028991109","0,02311944","0,011665525","0,029501426","0,01564193","0,032004086","0,011736585","0,022963472","0,035150863","0,043790753","0,039387447","0,02136692"
rplU,ribosome,C down,"0,056181418","0,059520323","0,064997588","0,049879936","0,042925678","0,051403102","0,048180489","0,057722094","0,047124501","0,046439656","0,035209755","0,046413456","0,05058175","0,054164197","0,048167647","0,036999895"
rplV,ribosome,C down,"0,399613492","0,414251708","0,37662559","0,344529532","0,262385922","0,313821953","0,287601333","0,300799668","0,299183773","0,328620261","0,362859066","0,359582658","0,400044455","0,470559178","0,386145125","0,392150296"
rplW,,C down,"0,048479631","0,044108717","0,039875601","0,029710513","0,027006502","0,02311944","0,023331049","0,022091715","0,02633483","0,02719223","0,02347317","0,023449984","0,020360881","0,038604031","0,033265998","0,037784325"
rplX,ribosome,C down,"0,229711019","0,163149363","0,212737942","0,144597453","0,101770534","0,122231817","0,105508114","0,117868286","0,162560592","0,139318967","0,163987167","0,162690353","0,136314362","0,190723177","0,198792037","0,158683039"
rplY,ribosome,C down,"0,17851495","0,185203721","0,184624391","0,143097875","0,108586993","0,134030658","0,09384259","0,152286616","0,172657362","0,181991082","0,186972804","0,24281925","0,226336065","0,255260818","0,218310619","0,231113968"
rpmA,ribosome,C down,"0,130035319","0,112397893","0,091581322","0,057921448","0,020751028","0,045007604","0,038551749","0,06883666","0,073260621","0,083255599","0,070094488","0,080615409","0,090021702","0,14999506","0,126942542","0,073999789"
rpmB,ribosome,C down,"0,071584991","0,061646423","0,072374395","0,052879092","0,050604774","0,046238879","0,046662098","0,054017239","0,04197676","0,047483972","0,046946339","0,058138448","0,060441738","0,077208062","0,05544333","0,059151244"
rpmC,ribosome,C down,"0,070226772","0,088217434","0,044328913","0,073048515","0,052589382","0,056567324","0,051735665","0,050312383","0,062965141","0,068820029","0,076206546","0,06986344","0,075872624","0,10467299","0,109732426","0,094582279"
rplC,ribosome,C down,"0,15405137","0,143221105","0,106334936","0,139555097","0,071355802","0,091246483","0,090287414","0,09698862","0,089299971","0,107314881","0,123152886","0,1284884","0,132025273","0,10467299","0,165526039","0,143834494"
rpmD,ribosome,C down,"0,111004616","0,121166746","0,131456923","0,086132383","0,082443127","0,090015208","0,075066714","0,081025858","0,089101261","0,093923627","0,082156094","0,121896137","0,090983059","0,126951195","0,087555094","0,106834599"
rpmE,ribosome,C down,"0,103302829","0,107881241","0,098958129","0,062963804","0,071355802","0,062962821","0,068474756","0,076108954","0,068311591","0,074676202","0,076206546","0,076455703","0,066012636","0,088347165","0,082587878","0,079733734"
rpmF,ribosome,C down,"0,120064622","0,114523993","0,093043069","0,086132383","0,072779424","0,078455488","0,080140281","0,081025858","0,104743191","0,092244719","0,117365849","0,121896137","0,095913053","0,114280775","0,093676544","0,117518059"
