,,,downshift,downshift,downshift,downshift,downshift,downshift,downshift,downshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
yfcE,,C flat,0,0,0,0,"0,009663703","0,012790995","0,011665525","0,012257906",0,"0,009623713",0,"0,011724992",0,"0,011904762",0,"0,00989903"
yfcN,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00989903"
yfcS,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,0,0,0,0,0,0
yfcU,,C flat,0,"0,013285506",0,0,0,0,0,0,0,0,0,0,0,0,0,0
yfdN,,C flat,0,0,0,0,0,0,"0,013183916","0,015962762","0,01029548",0,"0,011574074",0,0,"0,010373444",0,0
yffS,,C flat,"0,015403574",0,"0,029507229","0,018126223","0,015919177","0,010328445","0,010147133","0,022091715","0,01049419","0,028871138","0,011574074",0,"0,015110434","0,010373444","0,011088666","0,00989903"
yfgC,,C flat,0,0,0,"0,010084712",0,0,"0,011665525","0,012257906","0,0106929",0,"0,011899096",0,"0,010500893",0,0,0
yfiF,,C flat,"0,012687135",0,"0,023660239","0,010084712","0,028991109","0,01155972","0,010147133","0,019667617","0,0106929","0,011712345",0,"0,012211503",0,"0,011904762","0,011088666","0,015632975"
yfiH,,C flat,0,0,0,0,0,"0,010328445",0,0,0,0,0,0,0,0,0,0
yfiQ,,C flat,0,0,0,0,"0,012510947","0,020656889",0,"0,009833809",0,0,0,0,0,0,0,0
ygdI,,C flat,0,0,0,0,"0,012510947",0,0,"0,011045857","0,01029548",0,0,0,"0,009859988",0,0,0
ygeA,,C flat,0,0,0,0,0,0,0,"0,012257906",0,0,0,0,0,0,0,0
ygfB,,C flat,"0,012687135",0,0,"0,010084712","0,009663703",0,0,"0,012257906","0,0106929",0,"0,011899096","0,011238481","0,015430887",0,"0,009934433","0,00989903"
yggN,,C flat,0,0,0,"0,010084712","0,009663703","0,010328445","0,011665525","0,011045857","0,01029548","0,019247426",0,0,0,0,0,0
yghA,,C flat,0,0,0,0,"0,009663703",0,0,0,0,0,0,0,0,0,0,0
yghS,,C flat,0,0,0,0,0,0,"0,013183916",0,"0,0106929","0,009623713","0,023148148","0,011238481","0,019719976","0,010373444","0,009934433","0,01146789"
ygiB,,C flat,0,0,0,0,"0,009663703","0,012790995","0,010147133","0,009833809",0,"0,009623713","0,011574074",0,"0,01018044",0,"0,009934433","0,00989903"
ygiF,,C flat,0,0,0,0,0,0,0,0,"0,01029548",0,"0,011899096",0,0,"0,010373444","0,019868865","0,01979806"
ygiN,,C flat,0,0,0,0,0,0,0,0,0,"0,009623713","0,023148148","0,011238481",0,0,0,0
ygjP,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,0,0,0,0,0,0
ygjR,,C flat,0,0,0,0,0,0,0,0,"0,01029548",0,0,0,0,0,0,0
yhbJ,,C flat,0,"0,026571011",0,"0,039251603","0,011087325","0,01155972","0,013183916","0,017174811","0,0213858","0,035137034",0,"0,024423006","0,021001785","0,011904762","0,012242899","0,00989903"
yhbO,,C flat,0,0,0,0,"0,012510947",0,0,0,0,0,0,0,0,0,0,0
yhbW,,C flat,"0,012687135","0,013285506","0,014753615","0,023168579","0,011087325","0,01155972","0,010147133","0,009833809",0,"0,011712345",0,"0,011238481",0,"0,011904762",0,"0,01068346"
yhbY,,C flat,0,0,0,0,0,"0,010328445",0,"0,039335235","0,030886441","0,028871138","0,011574074","0,022476961","0,01018044","0,021512547",0,"0,00989903"
yhcB,,C flat,"0,028090709","0,037465964","0,019206927","0,029710513","0,027006502","0,028283662","0,02484944","0,031925524","0,02633483","0,052295828","0,035209755","0,028582713","0,025611327","0,03265165","0,027144548","0,04273384"
yhcD,,C flat,0,"0,013285506",0,0,0,0,0,0,0,0,0,0,0,0,0,0
yhcM,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
yhdZ,Catabolic,C flat,"0,015403574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yheS,,C flat,0,0,0,0,0,0,"0,010147133",0,0,0,0,0,0,0,0,0
yheV,,C flat,0,0,0,0,0,0,"0,013183916",0,0,0,0,0,0,0,0,0
yhhM,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
yhhX,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,012242899",0
yhiH,,C flat,0,0,0,"0,010084712",0,0,0,0,0,"0,011712345",0,0,0,0,"0,012242899",0
yhiI,,C flat,0,0,0,"0,010084712",0,0,0,0,0,"0,009623713",0,0,0,0,0,0
yhjJ,,C flat,"0,012687135",0,0,0,"0,015919177",0,"0,010147133","0,019667617",0,"0,009623713",0,"0,012211503","0,021001785",0,"0,012242899",0
yiaF,,C flat,"0,014045354","0,015411606","0,013291867","0,01158429","0,011087325","0,01155972","0,011665525","0,011045857","0,01049419","0,010668029","0,011736585","0,011724992","0,01018044",0,"0,011088666","0,015632975"
yiaJ,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893",0,0,0
yibL,,C flat,"0,014045354","0,013285506","0,013291867","0,010084712","0,019327406","0,010328445","0,010147133","0,009833809","0,02633483","0,022380374","0,011574074","0,023449984","0,025611327","0,022278206","0,011088666","0,026316435"
yibT,,C flat,0,0,0,0,0,"0,010328445",0,0,0,0,0,0,0,0,0,0
yidB,,C flat,0,0,0,0,0,0,"0,013183916",0,"0,0106929",0,0,0,0,0,0,0
yidE,,C flat,0,0,0,0,0,0,0,0,0,"0,009623713",0,0,0,0,0,0
yidQ,,C flat,0,0,0,0,"0,009663703",0,0,0,0,"0,009623713",0,0,0,0,0,0
yidR,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
yifE,,C flat,"0,02673249","0,044108717","0,066459335","0,051379514","0,042925678","0,056567324","0,046662098","0,047888285","0,052272241","0,046439656","0,041159302","0,046413456","0,045331303","0,049743134","0,027144548","0,047683355"
yifL,,C flat,0,0,0,0,0,"0,010328445",0,"0,019667617","0,020590961","0,019247426","0,011574074","0,022476961","0,019719976","0,020746888",0,0
yigB,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,0,0,0,0,0,0
yigL,,C flat,"0,012687135","0,026571011",0,"0,01158429","0,028991109",0,"0,010147133","0,011045857","0,01049419","0,015479885","0,017686133",0,"0,010500893","0,011904762","0,011088666","0,01979806"
yigP,,C flat,0,0,0,0,0,0,0,0,0,0,"0,011899096",0,0,0,0,"0,01146789"
yihX,,C flat,0,0,"0,013291867",0,"0,011087325","0,012790995","0,013183916",0,0,0,0,"0,011238481",0,0,0,0
yiiD,,C flat,0,0,0,0,"0,009663703","0,010328445","0,010147133","0,009833809","0,0106929","0,011712345","0,011574074","0,012211503","0,01018044",0,"0,009934433",0
yiiM,,C flat,0,0,0,"0,013083868",0,0,0,0,0,0,0,0,0,0,0,0
yiiQ,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,010373444",0,0
yjaG,,C flat,"0,015403574","0,013285506",0,0,0,"0,012790995",0,0,0,0,0,0,"0,009859988",0,0,0
yjbM,,C flat,0,0,"0,011830119",0,0,0,0,0,0,0,0,0,0,0,0,0
yjbR,,C flat,0,0,0,0,0,"0,010328445",0,0,0,"0,009623713","0,011574074","0,011238481","0,009859988",0,0,"0,00989903"
yjcS,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893",0,0,0
yjdC,,C flat,0,0,0,0,"0,012510947",0,0,0,"0,01029548",0,0,0,0,0,0,0
yjdI,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,009934433",0
yjgA,,C flat,"0,015403574","0,026571011","0,011830119",0,"0,011087325",0,0,"0,009833809","0,0213858",0,0,0,0,"0,011904762",0,"0,01146789"
yjgM,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,0,0,0,0
yjhG,,C flat,0,0,0,0,0,0,0,"0,012257906","0,0106929",0,0,0,0,0,0,0
yjhU,,C flat,0,0,0,0,"0,009663703","0,010328445",0,"0,009833809","0,01029548","0,010668029","0,011574074","0,011238481","0,009859988","0,010373444",0,0
yjiP,,C flat,"0,015403574",0,0,0,0,0,0,0,0,"0,011712345",0,0,0,0,0,0
yjjA,,C flat,"0,014045354","0,017537706","0,013291867","0,01158429",0,"0,012790995","0,011665525","0,012257906",0,0,0,"0,012211503","0,009859988","0,011139103","0,012242899","0,01146789"
yjjI,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,009934433",0
yjjJ,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,010373444",0,0
ymgD,,C flat,0,0,0,0,0,0,0,"0,019667617",0,0,"0,011574074","0,011238481","0,010500893",0,"0,009934433","0,00989903"
ymgG,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,010373444",0,0
ymjA,,C flat,0,0,0,0,0,0,0,"0,009833809",0,0,"0,011574074",0,0,"0,010373444",0,"0,00989903"
yneJ,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,011238481",0,0,0,0
ynfB,,C flat,0,0,"0,011830119","0,01158429","0,015919177","0,01155972","0,018257482","0,020879666","0,01049419","0,010668029","0,011899096","0,012211503","0,010500893","0,011139103","0,011088666","0,01068346"
yniA,,C flat,0,0,0,"0,018126223","0,017342799","0,010328445","0,011665525","0,011045857","0,0106929",0,0,0,0,0,0,0
ynjB,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893",0,0,0
ynjH,,C flat,0,0,0,0,0,"0,01155972","0,010147133","0,022091715","0,01564193","0,026147914","0,029260207","0,023936495","0,015110434","0,011904762","0,016055882","0,026316435"
yoaE,,C flat,0,0,0,0,0,"0,010328445",0,0,"0,01029548",0,0,0,0,0,0,0
yoaF,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,009934433",0
yodD,,C flat,0,0,0,"0,010084712",0,0,0,0,0,0,0,0,0,0,0,0
yohF,,C flat,0,0,0,0,0,0,"0,010147133",0,0,0,0,0,0,0,0,0
NA,,C flat,0,0,0,0,0,0,0,"0,011045857",0,"0,009623713",0,0,"0,009859988",0,0,0
yqcA,,C flat,"0,012687135",0,"0,014753615","0,01158429","0,012510947","0,012790995","0,011665525","0,012257906","0,0106929",0,0,0,0,0,0,0
yqfB,,C flat,0,0,0,0,0,0,0,0,"0,0106929",0,0,0,0,0,0,0
yqhC,,C flat,0,0,0,0,0,0,0,0,0,"0,011712345",0,0,0,0,0,0
yqiC,,C flat,0,0,0,0,0,0,0,0,0,"0,009623713",0,0,0,"0,010373444",0,0
yqiK,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,011238481",0,0,0,0
yqjG,,C flat,0,0,0,"0,010084712","0,009663703",0,0,0,0,0,0,0,0,0,0,0
yqjH,,C flat,0,0,0,"0,01158429","0,012510947",0,0,0,"0,01029548","0,011712345",0,"0,012211503",0,0,"0,012242899",0
yraP,,C flat,"0,012687135",0,"0,011830119","0,020169423","0,020751028","0,033447884","0,023331049","0,022091715","0,01564193","0,020291742","0,017686133","0,022476961","0,015110434","0,016325825","0,011088666","0,01979806"
yrbA,,C flat,"0,015403574",0,0,0,0,0,"0,013183916","0,012257906","0,01029548",0,0,"0,012211503","0,009859988","0,011904762","0,012242899","0,01146789"
yrdA,,C flat,"0,034434276","0,028697111","0,020668674","0,023168579","0,02217465","0,017955217","0,034996574","0,015962762","0,01584064","0,010668029","0,017686133","0,011724992","0,015430887","0,028230587","0,017210115","0,015632975"
ysaB,,C flat,"0,012687135",0,0,0,0,0,0,0,0,"0,011712345",0,0,0,0,0,0
ytfJ,,C flat,0,0,0,"0,01158429","0,02217465","0,041074657","0,028404616","0,028220668","0,01584064","0,011712345","0,011899096","0,012211503","0,010500893",0,"0,009934433",0
yuaO,,C flat,0,0,0,0,0,0,"0,010147133",0,0,0,0,0,0,0,0,0
yubF,,C flat,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,010373444",0,0
yubM,,C flat,0,0,0,0,0,0,0,"0,012257906",0,0,0,0,0,0,0,0
zapB,,C flat,"0,042136063","0,044108717","0,059082528","0,016626645","0,027006502","0,02311944","0,028404616","0,020879666","0,04732321","0,042672115","0,046946339","0,034688464","0,030541321","0,061647896","0,043200431","0,04194941"
zapD,,C flat,"0,012687135","0,017537706","0,011830119","0,010084712","0,011087325","0,012790995",0,"0,011045857","0,01029548",0,"0,011899096",0,"0,01018044","0,011139103",0,"0,01146789"
zipA,,C flat,0,0,0,"0,01158429",0,"0,010328445",0,0,0,0,0,0,"0,010500893",0,"0,009934433","0,00989903"
znuA,,C flat,"0,028090709","0,015411606","0,025121987","0,023168579","0,011087325","0,010328445","0,010147133","0,022091715",0,"0,009623713","0,011574074","0,012211503","0,010500893","0,011904762","0,012242899","0,01068346"
zur,,C flat,0,0,0,0,0,0,0,0,0,0,0,"0,011238481",0,0,0,0
gnd,,C down,"0,306281359","0,233300187","0,254075291","0,251855215","0,212643785","0,191351015","0,195277135","0,207378486","0,183350262","0,18657807","0,176373795","0,135080662","0,188818825","0,20951887","0,202254737","0,244150718"
accC,,C down,"0,089257475","0,112397893","0,098958129","0,084632805","0,098362304","0,121992696","0,091805805","0,127633386","0,089101261","0,090156087","0,087943131","0,093313424","0,102124856","0,089878483","0,102456743","0,118302489"
accD,,C down,"0,084272127","0,063772523","0,073836143","0,071005316","0,067947573","0,053865652","0,059846014","0,068699243","0,04197676","0,033048402","0,064794983","0,035174976","0,055832196","0,034182968","0,088709327","0,064100759"
acrB,,C down,"0,054823199","0,030823212","0,056159033","0,068006159","0,065100329","0,069358319","0,099916154","0,094495813","0,084152231","0,064008173","0,07058202","0,070836463","0,086373517","0,093533887","0,09864376","0,106834599"
adhE,,C down,"0,308997798","0,275282804","0,296874387","0,296692795","0,297934156","0,28529917","0,25260476","0,244289623","0,194241872","0,179267858","0,152413093","0,146805654","0,183568379","0,155181782","0,172451439","0,165201413"
thrA,amino acid synthesis,C down,"0,32938672","0,348088632","0,320466557","0,218601924","0,175110943","0,15544058","0,157243779","0,099412717","0,115634801","0,109813236","0,117853381","0,106011438","0,137275719","0,180522624","0,185044621","0,179265528"
lysC,amino acid synthesis,C down,"0,131393538","0,178296517","0,146210538","0,127970807","0,098362304","0,064194097","0,068474756","0,090790958","0,0427716","0,032004086","0,035372265","0,023449984","0,051222654","0,072786999","0,126942542","0,100316224"
alaA,amino acid synthesis,C down,0,"0,024180459","0,014753615","0,010084712","0,027006502","0,038372985","0,02484944","0,036773719","0,02118709","0,020291742","0,029422718","0,030042247","0,020681333","0,028996246","0,028298781","0,02215135"
fbaA,Glycolysis,C down,"0,382851699","0,41876836","0,372172278","0,32490373","0,312429711","0,295388494","0,290119722","0,26510058","0,304530223","0,298704807","0,29936417","0,310955541","0,255792818","0,272525193","0,29939398","0,313200992"
fbaB,Glycolysis,C down,0,0,0,"0,062963804","0,108026007","0,083619711","0,077103498","0,054017239","0,01584064","0,015479885","0,011574074","0,011724992","0,015430887",0,0,0
eda,Catabolic,C down,"0,048479631","0,044108717","0,056159033","0,070049359","0,063676707","0,042305932","0,05529084","0,017174811","0,057618691","0,043716431","0,046946339","0,052032697","0,102445308","0,118109069","0,125788308","0,144618924"
apaH,,C down,"0,012687135","0,017537706",0,"0,010084712",0,"0,012790995",0,"0,009833809","0,0106929","0,011712345",0,"0,011724992","0,010500893",0,"0,009934433","0,01146789"
apt,,C down,"0,084272127","0,085826882","0,076827707","0,089675161","0,065100329","0,057798599","0,046662098","0,036842428","0,041579341","0,052295828","0,052895887","0,052032697","0,081763975","0,075676744","0,070344979","0,078949304"
argA,amino acid synthesis,C down,"0,059808547","0,061646423","0,031037046","0,051379514","0,0443493","0,02311944","0,036514965","0,011045857","0,03148257","0,026147914","0,029422718","0,028582713","0,051222654","0,043790753","0,065377762","0,04351827"
argB,amino acid synthesis,C down,"0,0996757","0,101238488","0,098958129","0,069505738","0,039517449","0,055096928","0,059846014","0,049100334","0,047124501","0,033048402","0,046946339","0,035661487","0,066653541","0,050508793","0,078774895","0,069050274"
argC,amino acid synthesis,C down,"0,042136063","0,022054359","0,038413854","0,033253291","0,015919177","0,02311944","0,011665525","0,020879666","0,02118709","0,026147914","0,02347317","0,044953922","0,025611327","0,027464928","0,032111765","0,03205038"
argD,amino acid synthesis,C down,"0,241487464","0,218153033","0,200839753","0,173764344","0,141287982","0,120761421","0,156725386","0,138679243","0,104941901","0,086388547","0,105954285","0,106011438","0,122165284","0,155181782","0,117008109","0,150352869"
argE,amino acid synthesis,C down,"0,061166766","0,068289176","0,045790661","0,034752869","0,049181152","0,038612106","0,033478182","0,049100334","0,03148257","0,046439656","0,023310659","0,058138448","0,034830411","0,049743134","0,04932188","0,049252215"
argR,,C down,0,0,0,0,"0,009663703","0,012790995","0,011665525","0,012257906",0,0,0,0,"0,010500893","0,011904762","0,009934433",0
argH,amino acid synthesis,C down,"0,115079274","0,107881241","0,085666262","0,095673473","0,071355802","0,049932705","0,043106922","0,052736481","0,04217547","0,043716431","0,029585228","0,035174976","0,0564731","0,081036356","0,144152657","0,115949199"
aroA,amino acid synthesis,C down,"0,095601043","0,101238488","0,097496382","0,069505738","0,065100329","0,051403102","0,041588531","0,054017239","0,03128386","0,032004086","0,029260207","0,052519208","0,06076219","0,062413555","0,060410546","0,079733734"
aroC,amino acid synthesis,C down,"0,047121412","0,030823212","0,025121987","0,034752869","0,050604774","0,043537208","0,028404616","0,027008619","0,02633483","0,021336058","0,017686133","0,023936495","0,040721761","0,03936969","0,056597563","0,064100759"
aroD,amino acid synthesis,C down,"0,012687135","0,013285506","0,013291867","0,01158429","0,011087325","0,01155972","0,010147133","0,011045857",0,"0,010668029","0,011736585",0,0,"0,011139103","0,012242899",0
aroE,amino acid synthesis,C down,"0,015403574",0,0,"0,016626645","0,012510947","0,012790995","0,010147133",0,"0,01029548","0,011712345","0,011899096","0,011238481","0,01018044","0,023809524","0,009934433","0,01979806"
aroF,amino acid synthesis,C down,"0,068868553","0,057394223","0,085666262","0,139555097","0,099785926","0,051403102","0,034996574","0,061358241","0,03148257","0,026147914","0,029422718","0,034688464","0,071263083","0,056461174","0,081433645","0,068265844"
aroG,amino acid synthesis,C down,"0,237412806","0,222405234","0,196454511","0,193933767","0,171141728","0,137485363","0,146578252","0,14117205","0,110288351","0,132828202","0,129264944","0,128001888","0,162566594","0,166320885","0,189661554","0,165201413"
aroH,amino acid synthesis,C down,0,0,0,"0,013083868",0,0,0,0,0,0,0,"0,012211503",0,"0,011904762","0,009934433","0,01146789"
aroK,amino acid synthesis,C down,"0,047121412","0,074931929","0,078289455","0,038295647","0,049181152","0,051403102","0,045143707","0,055229287","0,062965141","0,053340144","0,070419509","0,081588432","0,071263083","0,055695515","0,077620662","0,084683249"
artJ,Catabolic,C down,"0,266861734","0,24206904","0,2318768","0,181805856","0,145558848","0,150276358","0,151651819","0,112882673","0,141572211","0,165876605","0,14116404","0,118222942","0,142526165","0,1567131","0,208376186","0,175100443"
artP,Catabolic,C down,"0,014045354","0,013285506","0,013291867","0,01158429","0,011087325","0,01155972","0,010147133","0,012257906",0,"0,009623713","0,011899096","0,012211503","0,01018044","0,010373444","0,011088666","0,01068346"
asnA,amino acid synthesis,C down,"0,021747141","0,032949312","0,019206927","0,018126223","0,025021894","0,012790995","0,013183916","0,015962762","0,02078967","0,015479885","0,017523622","0,023449984","0,020360881","0,038604031","0,022177332","0,027100865"
asnB,amino acid synthesis,C down,"0,062524985","0,070415276","0,093043069","0,068006159","0,049181152","0,03467916","0,06491958","0,04418343","0,03702773","0,059196317","0,046946339","0,0642442","0,050902202","0,062413555","0,070344979","0,05420173"
argG,amino acid synthesis,C down,"0,476183832","0,486793084","0,397294264","0,293693639","0,317261562","0,260709334","0,235347275","0,216000246","0,183747682","0,200603916","0,240518734","0,204944103","0,239400575","0,280008892","0,328043045","0,349416457"
atpH,,C down,"0,062524985","0,066163076","0,060544276","0,066506581","0,076187654","0,090015208","0,098397763","0,100693475","0,105339321","0,111492145","0,123315397","0,121409625","0,12152438","0,132137917","0,112391176","0,099531794"
atpE,,C down,0,"0,013285506","0,013291867",0,"0,009663703",0,"0,010147133","0,009833809","0,0106929",0,0,0,0,0,0,0
bamD,,C down,"0,034434276","0,015411606","0,031037046","0,028210935","0,036670205","0,028283662","0,028404616","0,023303764","0,02633483","0,032004086","0,023635681","0,041280727","0,035791767","0,023043865","0,04932188","0,04194941"
accB,,C down,"0,034434276","0,039592065","0,032498794","0,033253291","0,027006502","0,048940551","0,038551749","0,038054477","0,04217547","0,026147914","0,029260207","0,046899968","0,035471315","0,027464928","0,033265998","0,026316435"
bcp,,C down,"0,07657034","0,085826882","0,098958129","0,061464226","0,071355802","0,074522541","0,072029932","0,058934143","0,06316385","0,069864345","0,052733377","0,047386479","0,056152648","0,061647896","0,081433645","0,057582384"
betB,,C down,0,"0,015411606","0,014753615",0,0,0,0,0,0,0,0,0,"0,009859988",0,0,0
bioB,,C down,"0,057539637","0,022054359","0,033960541",0,"0,02217465","0,02558199","0,016739091","0,029432717","0,02098838","0,015479885","0,029585228","0,029069224","0,041042214","0,033417309","0,045508897","0,058366814"
borD,,C down,"0,04983785","0,061646423","0,047252408","0,05642187","0,033261975","0,050171826","0,04007014","0,046676237","0,068112881","0,073631886","0,070256998","0,063757688","0,080802619","0,069724363","0,054289096","0,057582384"
btuB,,C down,"0,039419625","0,022054359","0,047320478","0,020169423","0,028430124",0,"0,038551749","0,034349621","0,03702773","0,021336058","0,029422718","0,03663451","0,031502678","0,023043865","0,033265998","0,047683355"
can,,C down,"0,082913907","0,085826882","0,079751202","0,074548093","0,077611276","0,057798599","0,078103496","0,077321002","0,062567721","0,085344231","0,093892679","0,068890417","0,076193077","0,089112824","0,121975325","0,106834599"
ppc,Glycolysis,C down,"0,434047768","0,385554597","0,381078902","0,313319441","0,248753004","0,218403402","0,225200142","0,228326861","0,172856072","0,173411686","0,194059927","0,187113359","0,208538802","0,265807153","0,300898497","0,283503902"
carA,amino acid synthesis,C down,"0,143169983","0,123292846","0,132918671","0,082589605","0,065100329","0,070589594","0,061882798","0,067487194","0,05247095","0,059196317","0,058845435","0,058138448","0,071583535","0,082394784","0,088709327","0,074784219"
