gene,counts,phase,time,fraction
dnaB,351,shift,5.0,7.755533219423479e-05
dnaC,171,shift,5.0,3.7783366966422074e-05
dnaE,541,shift,5.0,0.00011953685104581488
dnaG,698,shift,5.0,0.00015422684293896262
dnaJ,1660,shift,5.0,0.0003667859015453839
dnaK,34314,shift,5.0,0.007581862304595364
dnaN,427,shift,5.0,9.434793973486682e-05
dnaQ,495,shift,5.0,0.00010937290437648496
dnaT,179,shift,5.0,3.955100986543598e-05
dnaX,381,shift,5.0,8.418399306553691e-05
dosC,1372,shift,5.0,0.00030315075718088355
dosP,563,shift,5.0,0.0001243978690181031
dpiA,63,shift,5.0,1.392018782973445e-05
dpiB,229,shift,5.0,5.059877798427284e-05
dppA,1572,shift,5.0,0.000347341829656231
dppB,56,shift,5.0,1.2373500293097289e-05
dppC,59,shift,5.0,1.30363663802275e-05
dppD,73,shift,5.0,1.612974145350182e-05
dppF,75,shift,5.0,1.6571652178255297e-05
dps,12400,shift,5.0,0.0027398464934715425
dsbA,587,shift,5.0,0.0001297007977151448
dsbB,361,shift,5.0,7.976488581800217e-05
dsbC,289,shift,5.0,6.385609972687707e-05
dsbD,146,shift,5.0,3.225948290700364e-05
dsbG,183,shift,5.0,4.043483131494292e-05
dsdA,169,shift,5.0,3.7341456241668604e-05
dsdC,135,shift,5.0,2.9828973920859534e-05
dsdX,42,shift,5.0,9.280125219822966e-06
dsrB,1048,shift,5.0,0.00023156121977082068
dtd,560,shift,5.0,0.00012373500293097288
dtpA,153,shift,5.0,3.3806170443640804e-05
dtpB,437,shift,5.0,9.65574933586342e-05
dtpC,46,shift,5.0,1.0163946669329916e-05
dtpD,39,shift,5.0,8.617259132692754e-06
dusA,216,shift,5.0,4.772635827337525e-05
dusB,336,shift,5.0,7.424100175858373e-05
dusC,51,shift,5.0,1.1268723481213602e-05
dut,282,shift,5.0,6.230941219023991e-05
dxr,275,shift,5.0,6.0762724653602754e-05
dxs,133,shift,5.0,2.9387063196106058e-05
eaeH,2,shift,5.0,4.4191072475347456e-07
eamA,536,shift,5.0,0.00011843207423393118
eamB,164,shift,5.0,3.623667942978492e-05
ebgA,43,shift,5.0,9.501080582199704e-06
ebgC,5,shift,5.0,1.1047768118836864e-06
ebgR,78,shift,5.0,1.7234518265385507e-05
ecnA,51,shift,5.0,1.1268723481213602e-05
ecnB,2130,shift,5.0,0.0004706349218624504
eco,87,shift,5.0,1.9223116526776145e-05
ecpA,59,shift,5.0,1.30363663802275e-05
ecpB,6,shift,5.0,1.3257321742604238e-06
ecpC,79,shift,5.0,1.7455473627762245e-05
ecpD,52,shift,5.0,1.1489678843590339e-05
ecpE,59,shift,5.0,1.30363663802275e-05
ecpR,3,shift,5.0,6.628660871302119e-07
eda,217,shift,5.0,4.794731363575199e-05
edd,325,shift,5.0,7.181049277243963e-05
efeB,31,shift,5.0,6.849616233678856e-06
efeO,6,shift,5.0,1.3257321742604238e-06
efeU_1,25,shift,5.0,5.523884059418432e-06
efp,851,shift,5.0,0.00018803301338260342
elaA,478,shift,5.0,0.00010561666321608043
elaB,3600,shift,5.0,0.0007954393045562542
elaD,2,shift,5.0,4.4191072475347456e-07
elbB,561,shift,5.0,0.00012395595829334962
elfA,27,shift,5.0,5.9657947841719064e-06
elfC,110,shift,5.0,2.4305089861441102e-05
elfD,2,shift,5.0,4.4191072475347456e-07
elfG,59,shift,5.0,1.30363663802275e-05
elyC,32,shift,5.0,7.070571596055593e-06
emrA,72,shift,5.0,1.5908786091125086e-05
emrB,70,shift,5.0,1.546687536637161e-05
emrD,5,shift,5.0,1.1047768118836864e-06
emrE,40,shift,5.0,8.838214495069492e-06
emrK,28,shift,5.0,6.186750146548644e-06
emrY,21,shift,5.0,4.640062609911483e-06
emtA,132,shift,5.0,2.9166107833729323e-05
endA,30,shift,5.0,6.628660871302119e-06
eno,4696,shift,5.0,0.0010376063817211583
entA,57,shift,5.0,1.2594455655474025e-05
entB,40,shift,5.0,8.838214495069492e-06
entC,25,shift,5.0,5.523884059418432e-06
entD,16,shift,5.0,3.5352857980277964e-06
entE,15,shift,5.0,3.3143304356510593e-06
entF,134,shift,5.0,2.9608018558482796e-05
entH,40,shift,5.0,8.838214495069492e-06
entS,19,shift,5.0,4.198151885158009e-06
envC,229,shift,5.0,5.059877798427284e-05
envR,1,shift,5.0,2.2095536237673728e-07
envY,29,shift,5.0,6.4077055089253815e-06
envZ,542,shift,5.0,0.0001197578064081916
epd,1351,shift,5.0,0.00029851069457097207
epmA,296,shift,5.0,6.540278726351423e-05
epmB,133,shift,5.0,2.9387063196106058e-05
epmC,50,shift,5.0,1.1047768118836864e-05
eptA,232,shift,5.0,5.126164407140305e-05
eptB,296,shift,5.0,6.540278726351423e-05
eptC,199,shift,5.0,4.397011711297072e-05
era,747,shift,5.0,0.00016505365569542276
erpA,1757,shift,5.0,0.00038821857169592743
essD,7,shift,5.0,1.546687536637161e-06
essQ,2,shift,5.0,4.4191072475347456e-07
etk,207,shift,5.0,4.573776001198462e-05
etp,22,shift,5.0,4.86101797228822e-06
ettA,901,shift,5.0,0.0001990807815014403
eutA,26,shift,5.0,5.744839421795169e-06
eutB,246,shift,5.0,5.435501914467737e-05
eutC,152,shift,5.0,3.358521508126407e-05
eutD,88,shift,5.0,1.944407188915288e-05
eutE,6,shift,5.0,1.3257321742604238e-06
eutG,35,shift,5.0,7.733437683185805e-06
eutH,41,shift,5.0,9.05916985744623e-06
eutJ,10,shift,5.0,2.209553623767373e-06
eutK,226,shift,5.0,4.9935911897142624e-05
eutL,135,shift,5.0,2.9828973920859534e-05
eutM,174,shift,5.0,3.844623305355229e-05
eutN,4,shift,5.0,8.838214495069491e-07
eutP,84,shift,5.0,1.856025043964593e-05
eutQ,117,shift,5.0,2.5851777398078264e-05
eutR,99,shift,5.0,2.187458087529699e-05
eutS,43,shift,5.0,9.501080582199704e-06
eutT,74,shift,5.0,1.635069681587856e-05
evgA,45,shift,5.0,9.942991306953178e-06
evgS,80,shift,5.0,1.7676428990138983e-05
exbB,478,shift,5.0,0.00010561666321608043
exbD,200,shift,5.0,4.419107247534746e-05
exoX,205,shift,5.0,4.5295849287231144e-05
exuR,721,shift,5.0,0.0001593088162736276
exuT,364,shift,5.0,8.042775190513238e-05
fabA,1139,shift,5.0,0.00025166815774710377
fabB,6276,shift,5.0,0.0013867158542764033
fabD,1268,shift,5.0,0.0002801713994937029
fabF,1087,shift,5.0,0.00024017847890351343
fabG,3434,shift,5.0,0.0007587607144017159
fabH,837,shift,5.0,0.0001849396383093291
fabI,2323,shift,5.0,0.0005132793068011607
fabR,672,shift,5.0,0.00014848200351716745
fabZ,384,shift,5.0,8.484685915266712e-05
fadA,2042,shift,5.0,0.00045119084997329755
fadB,7087,shift,5.0,0.0015659106531639372
fadD,7568,shift,5.0,0.0016721901824671478
fadE,2211,shift,5.0,0.0004885323062149661
fadH,2095,shift,5.0,0.0004629014841792646
fadI,1584,shift,5.0,0.00034999329400475185
fadJ,3330,shift,5.0,0.0007357813567145352
fadK,31,shift,5.0,6.849616233678856e-06
fadL,7507,shift,5.0,0.0016587119053621667
fadM,342,shift,5.0,7.556673393284415e-05
fadR,350,shift,5.0,7.733437683185805e-05
fau,155,shift,5.0,3.424808116839428e-05
fbaA,1872,shift,5.0,0.0004136284383692522
fbaB,1839,shift,5.0,0.0004063369114108199
fbp,800,shift,5.0,0.00017676428990138983
fcl,0,shift,5.0,0.0
fdhD,243,shift,5.0,5.369215305754716e-05
fdhE,480,shift,5.0,0.0001060585739408339
fdhF,174,shift,5.0,3.844623305355229e-05
fdnG,88,shift,5.0,1.944407188915288e-05
fdnH,10,shift,5.0,2.209553623767373e-06
fdnI,50,shift,5.0,1.1047768118836864e-05
fdoG,4767,shift,5.0,0.0010532942124499066
fdoH,1370,shift,5.0,0.00030270884645613007
fdoI,1468,shift,5.0,0.00032436247196905034
fdrA,7,shift,5.0,1.546687536637161e-06
fdx,93,shift,5.0,2.0548848701036566e-05
feaB,650,shift,5.0,0.00014362098554487925
feaR,629,shift,5.0,0.00013898092293496776
fecA,73,shift,5.0,1.612974145350182e-05
fecB,54,shift,5.0,1.1931589568343813e-05
fecC,5,shift,5.0,1.1047768118836864e-06
fecD,20,shift,5.0,4.419107247534746e-06
fecE,31,shift,5.0,6.849616233678856e-06
fecI,35,shift,5.0,7.733437683185805e-06
fecR,4,shift,5.0,8.838214495069491e-07
feoA,274,shift,5.0,6.054176929122602e-05
feoB,1260,shift,5.0,0.000278403756594689
feoC,50,shift,5.0,1.1047768118836864e-05
fepA,154,shift,5.0,3.4027125806017545e-05
fepB,28,shift,5.0,6.186750146548644e-06
fepC,16,shift,5.0,3.5352857980277964e-06
fepD,55,shift,5.0,1.2152544930720551e-05
fepE,3,shift,5.0,6.628660871302119e-07
fepG,32,shift,5.0,7.070571596055593e-06
fes,43,shift,5.0,9.501080582199704e-06
fetA,73,shift,5.0,1.612974145350182e-05
fetB,58,shift,5.0,1.2815411017850763e-05
ffh,721,shift,5.0,0.0001593088162736276
fhlA,195,shift,5.0,4.308629566346377e-05
fhuA,892,shift,5.0,0.00019709218324004966
fhuB,23,shift,5.0,5.081973334664958e-06
fhuC,54,shift,5.0,1.1931589568343813e-05
fhuD,16,shift,5.0,3.5352857980277964e-06
fhuE,93,shift,5.0,2.0548848701036566e-05
fhuF,834,shift,5.0,0.0001842767722221989
fic,1441,shift,5.0,0.0003183966771848784
fieF,559,shift,5.0,0.00012351404756859614
fimA,40,shift,5.0,8.838214495069492e-06
fimB,64,shift,5.0,1.4141143192111186e-05
fimC,8,shift,5.0,1.7676428990138982e-06
fimD,70,shift,5.0,1.546687536637161e-05
fimE,24,shift,5.0,5.302928697041695e-06
fimF,10,shift,5.0,2.209553623767373e-06
fimG,27,shift,5.0,5.9657947841719064e-06
fimH,67,shift,5.0,1.4804009279241398e-05
fimI,8,shift,5.0,1.7676428990138982e-06
fimZ,7,shift,5.0,1.546687536637161e-06
fis,138,shift,5.0,3.0491840007989744e-05
fiu,25,shift,5.0,5.523884059418432e-06
fixA,9,shift,5.0,1.9885982613906358e-06
fixB,22,shift,5.0,4.86101797228822e-06
fixC,55,shift,5.0,1.2152544930720551e-05
fixX,10,shift,5.0,2.209553623767373e-06
fklB,251,shift,5.0,5.545979595656106e-05
fkpA,483,shift,5.0,0.00010672144002796411
fkpB,61,shift,5.0,1.3478277104980975e-05
fldA,697,shift,5.0,0.00015400588757658588
fldB,304,shift,5.0,6.717043016252814e-05
flgA,262,shift,5.0,5.789030494270517e-05
flgB,150,shift,5.0,3.314330435651059e-05
flgC,127,shift,5.0,2.8061331021845637e-05
flgD,295,shift,5.0,6.518183190113751e-05
flgE,360,shift,5.0,7.954393045562542e-05
flgF,159,shift,5.0,3.513190261790123e-05
flgG,235,shift,5.0,5.192451015853326e-05
flgH,46,shift,5.0,1.0163946669329916e-05
flgI,76,shift,5.0,1.6792607540632035e-05
flgJ,68,shift,5.0,1.5024964641618136e-05
flgK,22242,shift,5.0,0.00491448916998339
flgL,29161,shift,5.0,0.006443279322268036
flgM,7620,shift,5.0,0.0016836798613107382
flgN,12030,shift,5.0,0.0026580930093921496
flhA,108,shift,5.0,2.3863179136687626e-05
flhB,161,shift,5.0,3.55738133426547e-05
flhC,548,shift,5.0,0.00012108353858245204
flhD,341,shift,5.0,7.534577857046742e-05
flhE,11,shift,5.0,2.43050898614411e-06
fliA,12653,shift,5.0,0.0027957482001528568
fliC,360560,shift,5.0,0.0796676654585564
fliD,11594,shift,5.0,0.002561756471395892
fliE,36,shift,5.0,7.954393045562543e-06
fliF,204,shift,5.0,4.507489392485441e-05
fliG,119,shift,5.0,2.6293688122831737e-05
fliH,47,shift,5.0,1.0384902031706652e-05
fliI,35,shift,5.0,7.733437683185805e-06
fliJ,10,shift,5.0,2.209553623767373e-06
fliK,37,shift,5.0,8.17534840793928e-06
fliL,95,shift,5.0,2.0990759425790042e-05
fliM,98,shift,5.0,2.1653625512920253e-05
fliN,47,shift,5.0,1.0384902031706652e-05
fliO,24,shift,5.0,5.302928697041695e-06
fliP,9,shift,5.0,1.9885982613906358e-06
fliQ,0,shift,5.0,0.0
fliR,1,shift,5.0,2.2095536237673728e-07
fliS,2273,shift,5.0,0.0005022315386823239
fliT,2564,shift,5.0,0.0005665295491339544
fliZ,2788,shift,5.0,0.0006160235503063435
flk,110,shift,5.0,2.4305089861441102e-05
flu,73,shift,5.0,1.612974145350182e-05
flxA,19340,shift,5.0,0.004273276708366099
fmt,784,shift,5.0,0.00017322900410336202
fnr,2034,shift,5.0,0.0004494232070742836
focA,411,shift,5.0,9.081265393683903e-05
focB,39,shift,5.0,8.617259132692754e-06
folA,350,shift,5.0,7.733437683185805e-05
folB,106,shift,5.0,2.3421268411934153e-05
folC,308,shift,5.0,6.805425161203509e-05
folD,203,shift,5.0,4.485393856247767e-05
folE,522,shift,5.0,0.00011533869916065686
folK,45,shift,5.0,9.942991306953178e-06
folM,175,shift,5.0,3.8667188415929025e-05
folP,183,shift,5.0,4.043483131494292e-05
folX,531,shift,5.0,0.0001173272974220475
fpr,1122,shift,5.0,0.00024791191658669925
frc,14,shift,5.0,3.093375073274322e-06
frdA,2072,shift,5.0,0.0004578195108445997
frdB,735,shift,5.0,0.00016240219134690191
frdC,294,shift,5.0,6.496087653876077e-05
frdD,498,shift,5.0,0.00011003577046361517
fre,865,shift,5.0,0.00019112638845587775
frlA,8,shift,5.0,1.7676428990138982e-06
frlB,39,shift,5.0,8.617259132692754e-06
frlC,53,shift,5.0,1.1710634205967077e-05
frlD,75,shift,5.0,1.6571652178255297e-05
frlR,272,shift,5.0,6.0099858566472544e-05
frmA,476,shift,5.0,0.00010517475249132695
frmB,27,shift,5.0,5.9657947841719064e-06
frmR,155,shift,5.0,3.424808116839428e-05
frr,4111,shift,5.0,0.000908347494730767
frsA,471,shift,5.0,0.00010406997567944327
fruA,1619,shift,5.0,0.00035772673168793767
fruB,230,shift,5.0,5.0819733346649576e-05
fruK,478,shift,5.0,0.00010561666321608043
frvA,1,shift,5.0,2.2095536237673728e-07
frvB,10,shift,5.0,2.209553623767373e-06
frvR,26,shift,5.0,5.744839421795169e-06
frvX,25,shift,5.0,5.523884059418432e-06
frwB,17,shift,5.0,3.756241160404534e-06
frwC,42,shift,5.0,9.280125219822966e-06
frwD,39,shift,5.0,8.617259132692754e-06
fryA,78,shift,5.0,1.7234518265385507e-05
fryB,5,shift,5.0,1.1047768118836864e-06
fryC,14,shift,5.0,3.093375073274322e-06
fsaA,63,shift,5.0,1.392018782973445e-05
fsaB,64,shift,5.0,1.4141143192111186e-05
fsr,28,shift,5.0,6.186750146548644e-06
ftnA,178,shift,5.0,3.9330054503059236e-05
ftnB,1032,shift,5.0,0.00022802593397279288
ftp,8,shift,5.0,1.7676428990138982e-06
ftsA,2819,shift,5.0,0.0006228731665400225
ftsB,547,shift,5.0,0.0001208625832200753
ftsE,309,shift,5.0,6.827520697441182e-05
ftsH,7115,shift,5.0,0.0015720974033104859
ftsI,5452,shift,5.0,0.0012046486356779716
ftsK,2059,shift,5.0,0.00045494709113370207
ftsL,343,shift,5.0,7.578768929522089e-05
ftsN,533,shift,5.0,0.00011776920814680097
ftsP,287,shift,5.0,6.34141890021236e-05
ftsQ,1192,shift,5.0,0.00026337879195307087
ftsW,525,shift,5.0,0.00011600156524778708
ftsX,634,shift,5.0,0.00014008569974685144
ftsY,830,shift,5.0,0.00018339295077269196
ftsZ,5451,shift,5.0,0.001204427680315595
fucA,394,shift,5.0,8.70564127764345e-05
fucI,116,shift,5.0,2.5630822035701526e-05
fucK,191,shift,5.0,4.220247421395682e-05
fucO,3493,shift,5.0,0.0007717970807819434
fucP,94,shift,5.0,2.0769804063413304e-05
fucR,820,shift,5.0,0.00018118339714892458
fucU,595,shift,5.0,0.0001314684406141587
fumA,6104,shift,5.0,0.0013487115319476045
fumB,37,shift,5.0,8.17534840793928e-06
fumC,844,shift,5.0,0.00018648632584596626
fur,3997,shift,5.0,0.000883158583419819
fusA,4110,shift,5.0,0.0009081265393683902
fxsA,521,shift,5.0,0.00011511774379828013
gabD,3021,shift,5.0,0.0006675061497401233
gabP,1050,shift,5.0,0.00023200313049557417
gabT,2921,shift,5.0,0.0006454106135024496
gadA,15,shift,5.0,3.3143304356510593e-06
gadB,34,shift,5.0,7.512482320809068e-06
gadC,318,shift,5.0,7.026380523580246e-05
gadE,3,shift,5.0,6.628660871302119e-07
gadW,167,shift,5.0,3.689954551691513e-05
gadX,209,shift,5.0,4.6179670736738096e-05
galE,277,shift,5.0,6.120463537835623e-05
galF,0,shift,5.0,0.0
galK,1803,shift,5.0,0.0003983825183652573
galM,1434,shift,5.0,0.00031684998964824125
galP,257,shift,5.0,5.6785528130821484e-05
galR,262,shift,5.0,5.789030494270517e-05
galS,1759,shift,5.0,0.0003886604824206809
galT,176,shift,5.0,3.888814377830576e-05
galU,972,shift,5.0,0.00021476861223018864
gapA,3749,shift,5.0,0.0008283616535503881
gapC_1,614,shift,5.0,0.0001356665924993167
gapC_2,19,shift,5.0,4.198151885158009e-06
garD,392,shift,5.0,8.661450205168101e-05
garK,174,shift,5.0,3.844623305355229e-05
garL,72,shift,5.0,1.5908786091125086e-05
garP,56,shift,5.0,1.2373500293097289e-05
garR,226,shift,5.0,4.9935911897142624e-05
gatA,1,shift,5.0,2.2095536237673728e-07
gatB,4,shift,5.0,8.838214495069491e-07
gatC,51,shift,5.0,1.1268723481213602e-05
gatD,42,shift,5.0,9.280125219822966e-06
gatR_1,55,shift,5.0,1.2152544930720551e-05
gatR_2,86,shift,5.0,1.9002161164399407e-05
gatY,18,shift,5.0,3.9771965227812715e-06
gatZ,26,shift,5.0,5.744839421795169e-06
gcd,1296,shift,5.0,0.00028635814964025154
gcl,8860,shift,5.0,0.0019576645106578923
gcvA,184,shift,5.0,4.0655786677319664e-05
gcvH,116,shift,5.0,2.5630822035701526e-05
gcvP,281,shift,5.0,6.208845682786318e-05
gcvR,504,shift,5.0,0.0001113615026378756
gcvT,259,shift,5.0,5.722743885557496e-05
gdhA,1718,shift,5.0,0.00037960131256323465
gfcA,31,shift,5.0,6.849616233678856e-06
gfcB,3,shift,5.0,6.628660871302119e-07
gfcC,2,shift,5.0,4.4191072475347456e-07
gfcD,20,shift,5.0,4.419107247534746e-06
gfcE,25,shift,5.0,5.523884059418432e-06
ggt,398,shift,5.0,8.794023422594145e-05
ghoS,40,shift,5.0,8.838214495069492e-06
ghoT,48,shift,5.0,1.060585739408339e-05
ghrA,845,shift,5.0,0.000186707281208343
ghrB,581,shift,5.0,0.00012837506554088437
ghxP,17,shift,5.0,3.756241160404534e-06
ghxQ,82,shift,5.0,1.811833971489246e-05
glcA,2187,shift,5.0,0.0004832293775179245
glcB,22112,shift,5.0,0.004885764972874415
glcC,1632,shift,5.0,0.0003605991513988353
glcD,13007,shift,5.0,0.0028739663984342217
glcE,3348,shift,5.0,0.0007397585532373164
glcF,4832,shift,5.0,0.0010676563110043945
glcG,5877,shift,5.0,0.0012985546646880851
gldA,552,shift,5.0,0.00012196736003195898
glf,1,shift,5.0,2.2095536237673728e-07
glgA,2701,shift,5.0,0.0005968004337795674
glgB,3371,shift,5.0,0.0007448405265719814
glgC,5317,shift,5.0,0.0011748196617571121
glgP,4026,shift,5.0,0.0008895662889287444
glgS,2376,shift,5.0,0.0005249899410071278
glgX,2778,shift,5.0,0.0006138139966825762
glk,866,shift,5.0,0.0001913473438182545
glmM,1703,shift,5.0,0.0003762869821275836
glmS,1810,shift,5.0,0.0003999292059018945
glmU,1578,shift,5.0,0.00034866756183049146
glnA,199,shift,5.0,4.397011711297072e-05
glnB,225,shift,5.0,4.971495653476589e-05
glnD,507,shift,5.0,0.0001120243687250058
glnE,701,shift,5.0,0.00015488970902609284
glnG,675,shift,5.0,0.00014914486960429768
glnH,8253,shift,5.0,0.0018235446056952128
glnK,1,shift,5.0,2.2095536237673728e-07
glnL,426,shift,5.0,9.412698437249008e-05
glnP,724,shift,5.0,0.00015997168236075779
glnQ,471,shift,5.0,0.00010406997567944327
glnS,614,shift,5.0,0.0001356665924993167
gloA,663,shift,5.0,0.00014649340525577683
gloB,575,shift,5.0,0.00012704933336662395
gloC,287,shift,5.0,6.34141890021236e-05
glpA,99,shift,5.0,2.187458087529699e-05
glpB,181,shift,5.0,3.9992920590189446e-05
glpC,466,shift,5.0,0.00010296519886755957
glpD,890,shift,5.0,0.0001966502725152962
glpE,139,shift,5.0,3.0712795370366486e-05
glpF,716,shift,5.0,0.0001582040394617439
glpG,137,shift,5.0,3.027088464561301e-05
glpK,3230,shift,5.0,0.0007136858204768614
glpQ,1882,shift,5.0,0.0004158379919930196
glpR,239,shift,5.0,5.2808331608040215e-05
glpT,739,shift,5.0,0.00016328601279640885
glpX,358,shift,5.0,7.910201973087195e-05
glrK,516,shift,5.0,0.00011401296698639644
glrR,85,shift,5.0,1.878120580202267e-05
gltA,21773,shift,5.0,0.004810861105028701
gltB,1134,shift,5.0,0.0002505633809352201
gltD,642,shift,5.0,0.00014185334264586535
gltF,22,shift,5.0,4.86101797228822e-06
gltI,14160,shift,5.0,0.0031287279312546
gltJ,621,shift,5.0,0.00013721328003595386
gltK,464,shift,5.0,0.0001025232881428061
gltL,1235,shift,5.0,0.00027287987253527056
gltP,511,shift,5.0,0.00011290819017451276
gltS,265,shift,5.0,5.855317102983538e-05
gltX,1010,shift,5.0,0.00022316491600050467
gluQ,70,shift,5.0,1.546687536637161e-05
glvB,3,shift,5.0,6.628660871302119e-07
glvC,3,shift,5.0,6.628660871302119e-07
glvG,20,shift,5.0,4.419107247534746e-06
glxK,103,shift,5.0,2.275840232480394e-05
glxR,1938,shift,5.0,0.0004282114922861169
glyA,1073,shift,5.0,0.0002370851038302391
glyQ,478,shift,5.0,0.00010561666321608043
glyS,1356,shift,5.0,0.00029961547138285575
gmd,0,shift,5.0,0.0
gmhB,205,shift,5.0,4.5295849287231144e-05
gmk,603,shift,5.0,0.0001332360835131726
gmm,0,shift,5.0,0.0
gnd,1250,shift,5.0,0.0002761942029709216
gnsA,181,shift,5.0,3.9992920590189446e-05
gnsB,71,shift,5.0,1.5687830728748348e-05
gntK,188,shift,5.0,4.153960812682661e-05
gntP,106,shift,5.0,2.3421268411934153e-05
gntR,412,shift,5.0,9.103360929921576e-05
gntT,972,shift,5.0,0.00021476861223018864
gntU,53,shift,5.0,1.1710634205967077e-05
gntX,208,shift,5.0,4.5958715374361355e-05
gor,870,shift,5.0,0.00019223116526776145
gph,293,shift,5.0,6.473992117638402e-05
gpmA,6348,shift,5.0,0.0014026246403675284
gpmM,656,shift,5.0,0.00014494671771913967
gpp,207,shift,5.0,4.573776001198462e-05
gpsA,1021,shift,5.0,0.00022559542498664878
gpt,109,shift,5.0,2.4084134499064364e-05
grcA,617,shift,5.0,0.0001363294585864469
greA,277,shift,5.0,6.120463537835623e-05
greB,114,shift,5.0,2.518891131094805e-05
groL,35105,shift,5.0,0.007756637996235363
groS,4458,shift,5.0,0.0009850190054754948
grpE,3939,shift,5.0,0.0008703431724019682
grxA,63,shift,5.0,1.392018782973445e-05
grxB,390,shift,5.0,8.617259132692754e-05
grxC,428,shift,5.0,9.456889509724356e-05
grxD,652,shift,5.0,0.0001440628962696327
gshA,1647,shift,5.0,0.0003639134818344863
gshB,661,shift,5.0,0.00014605149453102335
gsiA,576,shift,5.0,0.0001272702887290007
gsiB,426,shift,5.0,9.412698437249008e-05
gsiC,153,shift,5.0,3.3806170443640804e-05
gsiD,75,shift,5.0,1.6571652178255297e-05
gsk,63,shift,5.0,1.392018782973445e-05
gspA,39,shift,5.0,8.617259132692754e-06
gspB,40,shift,5.0,8.838214495069492e-06
gspC,12,shift,5.0,2.6514643485208475e-06
gspD,34,shift,5.0,7.512482320809068e-06
gspE,6,shift,5.0,1.3257321742604238e-06
gspF,6,shift,5.0,1.3257321742604238e-06
gspG,5,shift,5.0,1.1047768118836864e-06
gspH,2,shift,5.0,4.4191072475347456e-07
gspI,1,shift,5.0,2.2095536237673728e-07
gspJ,0,shift,5.0,0.0
gspK,3,shift,5.0,6.628660871302119e-07
gspL,21,shift,5.0,4.640062609911483e-06
gspM,9,shift,5.0,1.9885982613906358e-06
gspO,72,shift,5.0,1.5908786091125086e-05
gss,340,shift,5.0,7.512482320809068e-05
gstA,1747,shift,5.0,0.00038600901807216007
gstB,1202,shift,5.0,0.00026558834557683823
guaA,337,shift,5.0,7.446195712096047e-05
guaB,28,shift,5.0,6.186750146548644e-06
guaC,480,shift,5.0,0.0001060585739408339
guaD,101,shift,5.0,2.2316491600050467e-05
gudD,166,shift,5.0,3.667859015453839e-05
gudP,13,shift,5.0,2.8724197108975847e-06
gudX,49,shift,5.0,1.0826812756460126e-05
gutM,44,shift,5.0,9.72203594457644e-06
gutQ,266,shift,5.0,5.8774126392212116e-05
gyrA,945,shift,5.0,0.00020880281744601673
gyrB,1405,shift,5.0,0.0003104422841393159
hcaB,25,shift,5.0,5.523884059418432e-06
hcaC,25,shift,5.0,5.523884059418432e-06
hcaD,78,shift,5.0,1.7234518265385507e-05
hcaE,209,shift,5.0,4.6179670736738096e-05
hcaF,50,shift,5.0,1.1047768118836864e-05
hcaR,6014,shift,5.0,0.0013288255493336982
